Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2,lat,lng
0,환경부(한국자동차환경협회),KH양주휴게소,1,DC차데모+AC3상+DC콤보,경기도,양주시,경기도 양주시 장흥면 서울외곽순환고속도로 58,제한없음,흥면 서울외곽순환고속도로 58,0,0
1,환경부(한국자동차환경협회),S-oil 셀프 신현주유소(영광셀프주유소),1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 시흥대로869,제한없음,흥대로869,37.4140389763361,126.787795815644
2,환경부(한국자동차환경협회),VIC마켓 킨텍스점,1,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 일산서구 주엽로 79,제한없음,산서구 주엽로 79,37.667273153472,126.753658376306
3,환경부(한국자동차환경협회),VIC마켓 킨텍스점,2,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 일산서구 주엽로 79,제한없음,산서구 주엽로 79,37.667273153472,126.753658376306
4,환경부(한국자동차환경협회),㈜디에스 화랑포 셀프주유소 ,91,DC콤보,경기도,가평군,경기도 가평군 청평면 경춘로 113,제한없음,평면 경춘로 113,37.6862771629713,127.379211711419
5,환경부(한국자동차환경협회),㈜안성내츄럴리조트,11,DC콤보,경기도,안성시,경기도 안성시 죽산면 죽양대로 136-17,제한없음,산면 죽양대로 136-17,37.0947455351975,127.437989544641
6,환경부(한국자동차환경협회),㈜안성내츄럴리조트,12,DC콤보,경기도,안성시,경기도 안성시 죽산면 죽양대로 136-17,제한없음,산면 죽양대로 136-17,37.0947455351975,127.437989544641
7,환경부(한국자동차환경협회),㈜연세에너지,91,DC콤보,경기도,파주시,경기도 파주시 원롱면 엘지로 185,제한없음,롱면 엘지로 185,0,0
8,환경부(한국자동차환경협회),㈜흥안주유소/흥안LPG충전소,91,DC콤보,경기도,파주시,경기도 파주시 법원읍 화합로 212,제한없음,원읍 화합로 212,37.8456302935553,126.890038285022
9,환경부(한국자동차환경협회),가능동 입체공영주차장(건물식주차장),1,DC콤보,경기도,의정부시,경기도 의정부시 가능동 628,제한없음,가능동 628,37.7514947565296,127.039174599312
10,환경부(한국자동차환경협회),가람누리주차장,21,DC콤보,경기도,포천시,경기도 포천시 영북면 대회산리 460-1,제한없음,북면 대회산리 460-1,38.0748608858649,127.222477986004
11,환경부(한국자동차환경협회),가람누리주차장,22,DC콤보,경기도,포천시,경기도 포천시 영북면 대회산리 460-1,제한없음,북면 대회산리 460-1,38.0748608858649,127.222477986004
12,환경부(한국자동차환경협회),가평군청,1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 가평읍 석봉로 181정면 우측 주차장,제한없음,평읍 석봉로 181정면 우측 주차장(읍내리 513),37.8313195480319,127.509705314726
13,환경부(한국자동차환경협회),가평환경성질환 예방관리센터,1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 상면 행현리 922,제한없음,면 행현리 922,37.7725770971533,127.336392666765
14,환경부(한국자동차환경협회),가평휴게소(서울방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,"경기도 가평군 설악면 미사리로 544 가평휴게소, SK 가평주유소 옆",제한없음,"악면 미사리로 544 가평휴게소, SK 가평주유소(서울방향) 옆(미사리 287-28)",37.7016978925313,127.543474220155
15,환경부(한국자동차환경협회),가평휴게소(서울방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 설악면 미사리로 544,제한없음,악면 미사리로 544,37.7016978925313,127.543474220155
16,환경부(한국자동차환경협회),가평휴게소(춘천방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,"경기도 가평군 설악면 미사리로 540번길 51 가평휴게소, SK 가평주유소 옆",제한없음,"악면 미사리로 540번길 51 가평휴게소, SK 가평주유소(춘천방향) 옆(미사리 149)",37.7019403489619,127.546805136522
17,환경부(한국자동차환경협회),가평휴게소(춘천방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 설악면 미사리로540번길 51,제한없음,악면 미사리로540번길 51,37.7019403489619,127.546805136522
18,환경부(한국자동차환경협회),갈현동 주민센터 주차장,1,DC차데모+AC3상+DC콤보,경기도,과천시,경기도 과천시 갈현동 679 주민센터 입구앞,제한없음,현동 679 주민센터 입구앞,37.4193374231065,126.989112575452
19,환경부(한국자동차환경협회),감악산관리사무소,11,DC콤보,경기도,파주시,경기도 파주시 적성면 설마리48-3,제한없음,성면 설마리48-3,37.939985133183,126.942035171875
20,환경부(한국자동차환경협회),감악산관리사무소,12,DC콤보,경기도,파주시,경기도 파주시 적성면 설마리48-3,제한없음,성면 설마리48-3,37.939985133183,126.942035171875
21,환경부(한국자동차환경협회),강상면다목적복지회관,21,DC콤보,경기도,양평군,경기도 양평군 강상면 송학길 60,제한없음,상면 송학길 60,37.4806914722769,127.478056732313
22,환경부(한국자동차환경협회),강상면다목적복지회관,22,DC콤보,경기도,양평군,경기도 양평군 강상면 송학길 60,제한없음,상면 송학길 60,37.4806914722769,127.478056732313
23,환경부(한국자동차환경협회),강하면사무소,21,DC콤보,경기도,양평군,경기도 양평군 강하면 사호3길 45,제한없음,하면 사호3길 45,37.4943861938847,127.416345878269
24,환경부(한국자동차환경협회),강하면사무소,22,DC콤보,경기도,양평군,경기도 양평군 강하면 사호3길 45,제한없음,하면 사호3길 45,37.4943861938847,127.416345878269
25,환경부(한국자동차환경협회),개군면복지회관,1,DC차데모+AC3상+DC콤보,경기도,양평군,경기도 양평군 개군면 추읍로 37,제한없음,군면 추읍로 37,37.4282155751935,127.542239946249
26,환경부(한국자동차환경협회),개군면사무소,1,DC차데모+AC3상+DC콤보,경기도,양평군,경기도 양평군 개군면 하자포길33번길 8,제한없음,군면 하자포길33번길 8,37.4259876341568,127.536796129454
27,환경부(한국자동차환경협회),갯골생태공원,1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 장곡동 724-32 오른쪽 주차장 입구 오른쪽 끝부지,제한없음,곡동 724-32 오른쪽 주차장 입구 오른쪽 끝부지,37.390982319443,126.781110931819
28,환경부(한국자동차환경협회),경기 갈매동구릉영업소,1,DC콤보,경기도,구리시,경기도 구리시 갈매동 53-44,제한없음,매동 53-44,0,0
29,환경부(한국자동차환경협회),경기광주휴게소(서울방향),1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 곤지암읍 만삼로 211,제한없음,지암읍 만삼로 211,37.3804084325154,127.424400690047
30,환경부(한국자동차환경협회),경기광주휴게소(원주방향),1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 곤지암읍 만삼로 270,제한없음,지암읍 만삼로 270,37.3784899718403,127.436338503175
33,환경부(한국자동차환경협회),경기테크노파크,11,DC콤보,경기도,안산시,경기도 안산시 상록구 사동 1271-11,제한없음,록구 사동 1271-11,37.2908635901524,126.829897104682
34,환경부(한국자동차환경협회),경기테크노파크,12,DC콤보,경기도,안산시,경기도 안산시 상록구 사동 1271-11,제한없음,록구 사동 1271-11,37.2908635901524,126.829897104682
35,환경부(한국자동차환경협회),경안동 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,광주시,"경기도 광주시 경안로 13-6, 주차장 1층 안쪽",제한없음,"안로 13-6, 주차장 1층 안쪽(경안동 30-6)",37.4094155549096,127.259014817092
36,환경부(한국자동차환경협회),경안시장 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 중앙로 103-5 1층 1층 화장실 옆,제한없음,앙로 103-5 1층 1층 화장실 옆,37.4087974600704,127.257693860599
37,환경부(한국자동차환경협회),경진셀프주유소,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 장안구 파장동 585-4,제한없음,안구 파장동 585-4,37.3081445618251,126.996235357804
38,환경부(한국자동차환경협회),고양시산림조합 산림문화센터,21,DC콤보,경기도,고양시,경기도 고양시 일산동구 식사동 425-4,제한없음,산동구 식사동 425-4,37.6738232443034,126.819350118926
39,환경부(한국자동차환경협회),고양시산림조합 산림문화센터,22,DC콤보,경기도,고양시,경기도 고양시 일산동구 식사동 425-4,제한없음,산동구 식사동 425-4,37.6738232443034,126.819350118926
40,환경부(한국자동차환경협회),고양시청,1,DC차데모+AC3상+DC콤보,경기도,고양시,"경기도 고양시 덕양구 고양시청로 10, 주차장 입구 전 우측",제한없음,"양구 고양시청로 10, 주차장 입구 전 우측(주교동 600)",37.658413327413,126.831960106886
41,환경부(한국자동차환경협회),고양아람누리,1,DC콤보,경기도,고양시,경기도 고양시 일산동구 중앙로 1286,제한없음,산동구 중앙로 1286,37.6614856048971,126.774458292187
42,환경부(한국자동차환경협회),고양어울림누리,1,DC콤보,경기도,고양시,경기도 고양시 덕양구 어울림로 33,제한없음,양구 어울림로 33,37.6490564829513,126.835367953545
43,환경부(한국자동차환경협회),고양유통센터 제3주차장,41,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음,산서구 대화로362,37.6835975708618,126.746377108174
44,환경부(한국자동차환경협회),고양유통센터 제3주차장,42,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음,산서구 대화로362,37.6835975708618,126.746377108174
45,환경부(한국자동차환경협회),고양유통센터 제3주차장,43,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음,산서구 대화로362,37.6835975708618,126.746377108174
46,환경부(한국자동차환경협회),고양유통센터 제3주차장,44,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음,산서구 대화로362,37.6835975708618,126.746377108174
47,환경부(한국자동차환경협회),고양유통센터 제3주차장,45,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음,산서구 대화로362,37.6835975708618,126.746377108174
48,환경부(한국자동차환경협회),고양종합운동장 부설주차장,1,DC차데모+AC3상+DC콤보,경기도,고양시,"경기도 고양시 일산서구 중앙로 1601, 대형주차장 왼쪽도로변",제한없음,"산서구 중앙로 1601, 대형주차장 왼쪽도로변(대화동 2320)",37.6763870931783,126.742072909129
49,환경부(한국자동차환경협회),고양종합체육관,21,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1601,제한없음,산서구 중앙로 1601,37.6763870931783,126.742072909129
50,환경부(한국자동차환경협회),고양종합체육관,22,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1601,제한없음,산서구 중앙로 1601,37.6763870931783,126.742072909129
51,환경부(한국자동차환경협회),고잔동138호 주차장,1,DC콤보,경기도,안산시,경기도 안산시 단원구 고잔동 654-19,제한없음,원구 고잔동 654-19,37.3289981078848,126.82107397231
52,환경부(한국자동차환경협회),고잔동무료주차장,1,DC콤보,경기도,안산시,경기도 안산시 단원구 고잔동 44-1,제한없음,원구 고잔동 44-1,37.3306427443482,126.840466320561
53,환경부(한국자동차환경협회),곡반정동 제2공영주차장,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 권선구 곡반정동 553,제한없음,선구 곡반정동 553,37.239588127398,127.030659535319
54,환경부(한국자동차환경협회),공단삼거리 공영주차장(B),11,DC콤보,경기도,안산시,경기도 안산시 단원구 원시동 772-6,제한없음,원구 원시동 772-6,37.3131929915812,126.791094762957
55,환경부(한국자동차환경협회),공단삼거리 공영주차장(B),12,DC콤보,경기도,안산시,경기도 안산시 단원구 원시동 772-6,제한없음,원구 원시동 772-6,37.3131929915812,126.791094762957
56,환경부(한국자동차환경협회),공릉관광지,11,DC콤보,경기도,파주시,경기도 파주시 조리읍 장곡로 218,제한없음,리읍 장곡로 218,37.7498499368493,126.833556117164
57,환경부(한국자동차환경협회),공릉관광지,12,DC콤보,경기도,파주시,경기도 파주시 조리읍 장곡로 218,제한없음,리읍 장곡로 218,37.7498499368493,126.833556117164
58,환경부(한국자동차환경협회),공영주차장116호,11,DC콤보,경기도,안산시,경기도 안산시 상록구 본오동 876-8,제한없음,록구 본오동 876-8,37.3042493026281,126.860185433162
59,환경부(한국자동차환경협회),공영주차장116호,12,DC콤보,경기도,안산시,경기도 안산시 상록구 본오동 876-8,제한없음,록구 본오동 876-8,37.3042493026281,126.860185433162
60,환경부(한국자동차환경협회),과천시청,3,DC차데모+AC3상,경기도,과천시,"경기도 과천시 관문로 69, 과천시청",제한없음,"문로 69, 과천시청(중앙동 1-3)",37.4302215701575,126.986797527355
61,환경부(한국자동차환경협회),과천의왕사업단,21,DC콤보,경기도,과천시,경기도 과천시 갈현동 산 31-1,제한없음,현동 산 31-1,37.4139962278988,126.981497346613
62,환경부(한국자동차환경협회),과천의왕사업단,22,DC콤보,경기도,과천시,경기도 과천시 갈현동 산 31-1,제한없음,현동 산 31-1,37.4139962278988,126.981497346613
63,환경부(한국자동차환경협회),관문체육공원,11,DC콤보,경기도,과천시,경기도 과천시 중앙로 294,제한없음,앙로 294,37.4413642140612,126.996345650354
64,환경부(한국자동차환경협회),관문체육공원,12,DC콤보,경기도,과천시,경기도 과천시 중앙로 294,제한없음,앙로 294,37.4413642140612,126.996345650354
66,환경부(한국자동차환경협회),광남생활체육공원,1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 장지동 92-5,제한없음,지동 92-5,37.3894443698018,127.236302534318
67,환경부(한국자동차환경협회),광남생활체육공원,2,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 장지동 92-5,제한없음,지동 92-5,37.3894443698018,127.236302534318
68,환경부(한국자동차환경협회),광적생활체육공원 (양주문화예술회관),21,DC콤보,경기도,양주시,경기도 양주시 광적면 부흥로 618번길 303,제한없음,적면 부흥로 618번길 303,37.8124996903569,126.972307162168
69,환경부(한국자동차환경협회),광적생활체육공원 (양주문화예술회관),22,DC콤보,경기도,양주시,경기도 양주시 광적면 부흥로 618번길 303,제한없음,적면 부흥로 618번길 303,37.8124996903569,126.972307162168
70,환경부(한국자동차환경협회),광주시민체육관,21,DC콤보,경기도,광주시,경기도 광주시 오포읍 청석로 85,제한없음,포읍 청석로 85,37.3956312612707,127.25863095042
71,환경부(한국자동차환경협회),광주시민체육관,22,DC콤보,경기도,광주시,경기도 광주시 오포읍 청석로 85,제한없음,포읍 청석로 85,37.3956312612707,127.25863095042
75,환경부(한국자동차환경협회),구리시 행정복지센터,11,DC콤보,경기도,구리시,경기도 구리시 체육관로 74,제한없음,육관로 74,37.5915204816192,127.138667757821
76,환경부(한국자동차환경협회),구리시 행정복지센터,12,DC콤보,경기도,구리시,경기도 구리시 체육관로 74,제한없음,육관로 74,37.5915204816192,127.138667757821
77,환경부(한국자동차환경협회),구리시청,1,DC차데모+AC3상+DC콤보,경기도,구리시,경기도 구리시 교문동 390-1 구청 본관 흡연실 옆,제한없음,문동 390-1 구청 본관 흡연실 옆,37.594313703859,127.129740625493
78,환경부(한국자동차환경협회),구리한강시민공원(주차장),21,DC콤보,경기도,구리시,경기도 구리시 토평동 810,제한없음,평동 810,37.5735954135476,127.131660783264
79,환경부(한국자동차환경협회),구리한강시민공원(주차장),22,DC콤보,경기도,구리시,경기도 구리시 토평동 810,제한없음,평동 810,37.5735954135476,127.131660783264
80,환경부(한국자동차환경협회),구리휴게소(외측방향),1,DC차데모+AC3상+DC콤보,경기도,구리시,경기도 구리시 서울외곽순환고속도로 32 ,제한없음,울외곽순환고속도로 32 (사노동),0,0
83,환경부(한국자동차환경협회),국립수목원 종합연구동주차장,21,DC콤보,경기도,포천시,경기도 포천시 소흘읍 광릉수목원로 509,제한없음,흘읍 광릉수목원로 509,37.7595233132737,127.168995327427
84,환경부(한국자동차환경협회),국립수목원 종합연구동주차장,22,DC콤보,경기도,포천시,경기도 포천시 소흘읍 광릉수목원로 509,제한없음,흘읍 광릉수목원로 509,37.7595233132737,127.168995327427
90,환경부(한국자동차환경협회),근로복지공단 안산병원,1,DC콤보,경기도,안산시,경기도 안산시 상록구 구룡로 87,제한없음,록구 구룡로 87,37.3167867532789,126.873990788039
91,환경부(한국자동차환경협회),금촌하수처리장,1,DC콤보,경기도,파주시,경기도 파주시 아리랑로 55-81,제한없음,리랑로 55-81,0,0
107,환경부(한국자동차환경협회),꿈나무도서관,11,DC콤보,경기도,양주시,경기도 양주시 백석읍 꿈나무로 199,제한없음,석읍 꿈나무로 199,37.7923663469399,126.987275135752
108,환경부(한국자동차환경협회),꿈나무도서관,12,DC콤보,경기도,양주시,경기도 양주시 백석읍 꿈나무로 199,제한없음,석읍 꿈나무로 199,37.7923663469399,126.987275135752
120,환경부(한국자동차환경협회),내촌교육문화센터,1,DC차데모+AC3상+DC콤보,경기도,포천시,경기도 포천시 내촌면 내리 503,제한없음,촌면 내리 503,37.7868561585109,127.227493379117
124,환경부(한국자동차환경협회),농업유전자원센터 중부지소,1,DC콤보,경기도,수원시,경기도 수원시 권선구 서호로 34,제한없음,선구 서호로 34,37.2610377477256,126.986033148354
125,환경부(한국자동차환경협회),농업유전자원센터 중부지소,2,DC콤보,경기도,수원시,경기도 수원시 권선구 서호로 34,제한없음,선구 서호로 34,37.2610377477256,126.986033148354
130,환경부(한국자동차환경협회),단월면 복지회관,11,DC콤보,경기도,양평군,경기도 양평군 단월면 보룡길 44-1,제한없음,월면 보룡길 44-1,37.5380685053068,127.674505794014
131,환경부(한국자동차환경협회),단월면 복지회관,12,DC콤보,경기도,양평군,경기도 양평군 단월면 보룡길 44-1,제한없음,월면 보룡길 44-1,37.5380685053068,127.674505794014
134,환경부(한국자동차환경협회),대부도 152호 노외주차장,21,DC콤보,경기도,안산시,경기도 안산시 단원구 대부북동 1870-201,제한없음,원구 대부북동 1870-201,37.2788445895563,126.551843452328
135,환경부(한국자동차환경협회),대부도 152호 노외주차장,22,DC콤보,경기도,안산시,경기도 안산시 단원구 대부북동 1870-201,제한없음,원구 대부북동 1870-201,37.2788445895563,126.551843452328
136,환경부(한국자동차환경협회),대부도 공영 주차장,1,DC차데모+AC3상+DC콤보,경기도,안산시,경기도 안산시 단원구 대부북동 1849-30 주차장 맨끝쪽,제한없음,원구 대부북동 1849-30 주차장 맨끝쪽,37.2839557968043,126.57006624502
137,환경부(한국자동차환경협회),대부동복지체육센터,1,DC콤보,경기도,안산시,경기도 안산시 단원구 대부동동 산148-4,제한없음,원구 대부동동 산148-4,37.2546239572546,126.602074080287
138,환경부(한국자동차환경협회),대부동행정복지센터,1,DC콤보,경기도,안산시,경기도 안산시 단원구 대부중앙로 97-9,제한없음,원구 대부중앙로 97-9,37.2437636373517,126.585522322649
144,환경부(한국자동차환경협회),덕양구청 주차장,1,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 덕양구 화중로 104번길 13 입구 좌측,제한없음,양구 화중로 104번길 13 입구 좌측,37.6374656876385,126.832292918291
160,환경부(한국자동차환경협회),롯데마트 고양점,1,DC차데모+AC3상,경기도,고양시,"경기도 고양시 덕양구 충장로 150, 지상주차장 4층 422구역",제한없음,"양구 충장로 150, 지상주차장 4층 422구역(행신동 941)",0,0
161,환경부(한국자동차환경협회),롯데마트 광교점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 센트럴타운로 85-0 ,제한없음,통구 센트럴타운로 85-0 (이의동),37.2915676707273,127.050470929016
162,환경부(한국자동차환경협회),롯데마트 권선점,1,DC차데모+AC3상+DC콤보,경기도,수원시,"경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측",제한없음,"선구 동수원로 232, 지하2층 주차장 좌측",37.2502595331007,127.034690950669
163,환경부(한국자동차환경협회),롯데마트 권선점,2,DC콤보,경기도,수원시,"경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측",제한없음,"선구 동수원로 232, 지하2층 주차장 좌측",37.2502595331007,127.034690950669
164,환경부(한국자동차환경협회),롯데마트 권선점,52,DC콤보,경기도,수원시,"경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측",제한없음,"선구 동수원로 232, 지하2층 주차장 좌측",37.2502595331007,127.034690950669
171,환경부(한국자동차환경협회),롯데마트 상록점,1,DC차데모+AC3상+DC콤보,경기도,안산시,경기도 안산시 상록구 반석로 8 ,제한없음,록구 반석로 8 (본오동),37.2958008531665,126.861047508257
174,환경부(한국자동차환경협회),롯데마트 수원점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 권선구 세화로 134,제한없음,선구 세화로 134,37.2641779524716,126.997293771381
178,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,41,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음,유로 238번길26,37.3376270519522,126.730679051284
179,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,42,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음,유로 238번길26,37.3376270519522,126.730679051284
180,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,43,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음,유로 238번길26,37.3376270519522,126.730679051284
181,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,44,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음,유로 238번길26,37.3376270519522,126.730679051284
182,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,45,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음,유로 238번길26,37.3376270519522,126.730679051284
183,환경부(한국자동차환경협회),롯데마트 시흥배곧점,1,DC차데모+AC3상+DC콤보,경기도,시흥시,"경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4",제한없음,"울대학로278번길 67, 지상4층 주차장 A4",37.3688951442115,126.731339729058
184,환경부(한국자동차환경협회),롯데마트 시흥배곧점,2,DC콤보,경기도,시흥시,"경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4",제한없음,"울대학로278번길 67, 지상4층 주차장 A4",37.3688951442115,126.731339729058
185,환경부(한국자동차환경협회),롯데마트 시흥배곧점,52,DC콤보,경기도,시흥시,"경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4",제한없음,"울대학로278번길 67, 지상4층 주차장 A4",37.3688951442115,126.731339729058
191,환경부(한국자동차환경협회),롯데마트 안산점,1,DC차데모+AC3상+DC콤보,경기도,안산시,경기도 안산시 상록구 성도동 590 지상2층 287기둥옆,제한없음,록구 성도동 590 지상2층 287기둥옆,0,0
192,환경부(한국자동차환경협회),롯데마트 안성점,1,DC차데모+AC3상+DC콤보,경기도,안성시,"경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장",제한없음,"도읍 서동대로 4478, 정문 부근 옥외주차장",37.0078747700182,127.199517223851
193,환경부(한국자동차환경협회),롯데마트 안성점,2,DC콤보,경기도,안성시,"경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장",제한없음,"도읍 서동대로 4478, 정문 부근 옥외주차장",37.0078747700182,127.199517223851
194,환경부(한국자동차환경협회),롯데마트 안성점,52,DC콤보,경기도,안성시,"경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장",제한없음,"도읍 서동대로 4478, 정문 부근 옥외주차장",37.0078747700182,127.199517223851
195,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,41,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음,도읍 서동대로 4478？,37.0078747700182,127.199517223851
196,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,42,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음,도읍 서동대로 4478？,37.0078747700182,127.199517223851
197,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,43,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음,도읍 서동대로 4478？,37.0078747700182,127.199517223851
198,환경부(한국자동차환경협회),롯데마트 안성점 야외주차장,44,DC콤보,경기도,안성시,경기도 안성시 공도읍 서동대로 4478？,제한없음,도읍 서동대로 4478？,37.0078747700182,127.199517223851
199,환경부(한국자동차환경협회),롯데마트 양주점,2,DC차데모+AC3상+DC콤보,경기도,양주시,경기도 양주시 평화로 1547 ,제한없음,화로 1547 (회정동),37.8275550238342,127.05259857964
200,환경부(한국자동차환경협회),롯데마트 영통점,1,DC차데모+AC3상+DC콤보,경기도,수원시,"경기도 수원시 영통구 봉영로 1579, 지하주차장 5층 503구역",제한없음,"통구 봉영로 1579, 지하주차장 5층 503구역(영통동 960-1)",37.2527429652846,127.07166369099
201,환경부(한국자동차환경협회),롯데마트 영통점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 영통동 960-1,제한없음,통구 영통동 960-1,37.2527466722488,127.071642728771
204,환경부(한국자동차환경협회),롯데마트 의정부점,1,DC차데모+AC3상+DC콤보,경기도,의정부시,경기도 의정부시 산단로76번길 116-0 ,제한없음,산단로76번길 116-0 (용현동),37.7427915741984,127.084271601941
205,환경부(한국자동차환경협회),롯데마트 장암점,12,DC차데모+AC3상+DC콤보,경기도,의정부시,경기도 의정부시 장곡로 224 ,제한없음,장곡로 224 (장암동),37.7237042303735,127.053059418222
206,환경부(한국자동차환경협회),롯데마트 주엽점,1,DC차데모+AC3상,경기도,고양시,"경기도 고양시 일산서구 중앙로 1496, 지하주차장 2층 210구역",제한없음,"산서구 중앙로 1496, 지하주차장 2층 210구역(주엽동 15)",37.6736581794828,126.754640891515
207,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,41,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음,산서구 중앙로 1496,37.6736581794828,126.754640891515
208,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,42,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음,산서구 중앙로 1496,37.6736581794828,126.754640891515
209,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,43,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음,산서구 중앙로 1496,37.6736581794828,126.754640891515
210,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,44,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음,산서구 중앙로 1496,37.6736581794828,126.754640891515
211,환경부(한국자동차환경협회),롯데마트 주엽점 지하3층주차장,45,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1496,제한없음,산서구 중앙로 1496,37.6736581794828,126.754640891515
212,환경부(한국자동차환경협회),롯데마트 천천점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 장안구 만석로19번길 25-10 ,제한없음,안구 만석로19번길 25-10 (천천동),37.2961284439956,126.982400667179
213,환경부(한국자동차환경협회),롯데마트 천천점,2,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 장안구 만석로19번길 25-10 ,제한없음,안구 만석로19번길 25-10 (천천동),37.2961284439956,126.982400667179
219,환경부(한국자동차환경협회),롯데마트 화정점,1,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 덕양구 화정동 982 2층주차장 입구 정면,제한없음,양구 화정동 982 2층주차장 입구 정면,37.6329554156685,126.83113208241
228,환경부(한국자동차환경협회),롯데프리미엄아울렛파주점,1,DC차데모+AC3상+DC콤보,경기도,파주시,경기도 파주시 회동길 390롯데 파주 프리미엄 아울렛,제한없음,동길 390롯데 파주 프리미엄 아울렛,37.7178192715729,126.693761637413
229,환경부(한국자동차환경협회),롯데프리미엄아울렛파주점,2,DC차데모+AC3상+DC콤보,경기도,파주시,경기도 파주시 회동길 390롯데 파주 프리미엄 아울렛,제한없음,동길 390롯데 파주 프리미엄 아울렛,37.7178192715729,126.693761637413
231,환경부(한국자동차환경협회),마장호수관리사무소,11,DC콤보,경기도,파주시,경기도 파주시 광탄면 기산리 459-7,제한없음,탄면 기산리 459-7,37.7730037287135,126.927738495725
232,환경부(한국자동차환경협회),마장호수관리사무소,12,DC콤보,경기도,파주시,경기도 파주시 광탄면 기산리 459-7,제한없음,탄면 기산리 459-7,37.7730037287135,126.927738495725
