Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
5653,에버온,경기오산 그린파크모텔,1,AC완속,경기도,오산시,경기도 오산시 원동로37번길 35-14옥외,제한없음
5654,에버온,경기오산 세교호반베르디움1,1,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5655,에버온,경기오산 세교호반베르디움1,2,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5656,에버온,경기오산 세교호반베르디움1,3,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5657,에버온,경기오산 세교호반베르디움1,4,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5658,에버온,경기오산 세교호반베르디움1,5,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5659,에버온,경기오산 세교호반베르디움1,6,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5660,에버온,경기오산 세교호반베르디움1,7,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5661,에버온,경기오산 세교호반베르디움1,8,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5662,에버온,경기오산 세교호반베르디움2,1,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5663,에버온,경기오산 세교호반베르디움2,2,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5664,에버온,경기오산 세교호반베르디움2,3,AC완속,경기도,오산시,경기도 오산시 내삼미로 142(세교신도시 호반베르디움),제한없음
5665,에버온,경기용인 광교상록자이4204동,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624204동 앞 E34기둥,제한없음
5666,에버온,경기용인 광교상록자이4204동,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624204동 앞 E34기둥,제한없음
5667,에버온,경기용인 광교상록자이4204동,3,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624204동 앞 E34기둥,제한없음
5668,에버온,경기용인 광교상록자이4205동,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624205동 지하1층 3~4라인,제한없음
5669,에버온,경기용인 광교상록자이4205동,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624205동 지하1층 3~4라인,제한없음
5670,에버온,경기용인 광교상록자이4207동뒤,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624207동 뒤편 지하1층 B44,제한없음
5671,에버온,경기용인 광교상록자이4207동뒤,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624207동 뒤편 지하1층 B44,제한없음
5672,에버온,경기용인 광교상록자이4207동뒤,3,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624207동 뒤편 지하1층 B44,제한없음
5673,에버온,경기용인 광교상록자이4207동앞,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624207동 앞 지하1층 휀룸,제한없음
5674,에버온,경기용인 광교상록자이4207동앞,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교마을로 624207동 앞 지하1층 휀룸,제한없음
5675,에버온,경기용인 기흥동성아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 고매로 26지하1층주차장 24기둥,제한없음
5676,에버온,경기용인 동도센트리움(B1),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로 6(965 동도센트리움),제한없음
5677,에버온,경기용인 동도센트리움(B1),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로 6(965 동도센트리움),제한없음
5678,에버온,경기용인 동도센트리움(B1),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로 6(965 동도센트리움),제한없음
5679,에버온,경기용인 동도센트리움(B1),4,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로 6(965 동도센트리움),제한없음
5680,에버온,경기용인 동도센트리움(B1),5,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로 6(965 동도센트리움),제한없음
5681,에버온,경기용인 동도센트리움(B1),6,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로 6(965 동도센트리움),제한없음
5682,에버온,경기용인_신흥덕롯데캐슬레이시티3,2,AC완속,경기도,용인시,경기도 용인시 기흥구 신정로 25지하3층 174번기둥(736 신흥덕롯데캐슬레이시티 지하3층 174번기둥),제한없음
5683,에버온,경기용인푸른마을용인자이,1,AC완속,경기도,용인시,경기도 용인시 처인구 금학로 520지하주차장 B1 기둥B15,제한없음
5684,에버온,경기용인푸른마을용인자이,2,AC완속,경기도,용인시,경기도 용인시 처인구 금학로 520지하주차장 B1 기둥B15,제한없음
5685,에버온,경기용인푸른마을용인자이,3,AC완속,경기도,용인시,경기도 용인시 처인구 금학로 520지하주차장 B1 기둥B15,제한없음
5686,에버온,경기용인푸른마을용인자이,4,AC완속,경기도,용인시,경기도 용인시 처인구 금학로 520지하주차장 B1 기둥B15,제한없음
5687,에버온,경기용인푸른마을용인자이,5,AC완속,경기도,용인시,경기도 용인시 처인구 금학로 520지하주차장 B1 기둥B15,제한없음
5688,에버온,경기의왕 에이스청계타워,1,AC완속,경기도,의왕시,경기도 의왕시 성고개로 53 (포일동) 지하2층주차장 B21기둥,제한없음
5689,에버온,경기의왕 에이스청계타워,2,AC완속,경기도,의왕시,경기도 의왕시 성고개로 53 (포일동) 지하2층주차장 B21기둥,제한없음
5690,에버온,경기의왕 에이스청계타워,3,AC완속,경기도,의왕시,경기도 의왕시 성고개로 53 (포일동) 지하2층주차장 B21기둥,제한없음
5691,에버온,경기의정부 금오4주공그린빌아파트,1,AC완속,경기도,의정부시,경기도 의정부시 장곡로 514(755-1 주공그린빌),제한없음
5692,에버온,경기의정부 금오4주공그린빌아파트,2,AC완속,경기도,의정부시,경기도 의정부시 장곡로 514(755-1 주공그린빌),제한없음
5693,에버온,경기의정부 금오4주공그린빌아파트,3,AC완속,경기도,의정부시,경기도 의정부시 장곡로 514(755-1 주공그린빌),제한없음
5694,에버온,경기의정부 금오4주공그린빌아파트,4,AC완속,경기도,의정부시,경기도 의정부시 장곡로 514(755-1 주공그린빌),제한없음
5695,에버온,경기의정부 금오4주공그린빌아파트,5,AC완속,경기도,의정부시,경기도 의정부시 장곡로 514(755-1 주공그린빌),제한없음
5696,에버온,경기파주 교하15단지상록데시앙1503동,1,AC완속,경기도,파주시,"경기도 파주시 책향기로 1831503동 3,4라인 지하1층 19기둥",제한없음
5697,에버온,경기파주 교하15단지상록데시앙1504동,1,AC완속,경기도,파주시,"경기도 파주시 책향기로 1831504동 1,2라인 지하1층 42기둥 우측",제한없음
5698,에버온,경기파주 교하15단지상록데시앙1505동,1,AC완속,경기도,파주시,"경기도 파주시 책향기로 1831505동 5,6라인 지하1층 입구 우측",제한없음
5699,에버온,경기파주 교하15단지상록데시앙1505동,2,AC완속,경기도,파주시,"경기도 파주시 책향기로 1831505동 5,6라인 지하1층 입구 우측",제한없음
5700,에버온,경기파주 교하15단지상록데시앙1506동,1,AC완속,경기도,파주시,"경기도 파주시 책향기로 1831506동 1,2라인 지하1층 25기둥 우측",제한없음
5701,에버온,경기파주 교하15단지상록데시앙1506동,2,AC완속,경기도,파주시,"경기도 파주시 책향기로 1831506동 1,2라인 지하1층 25기둥 우측",제한없음
5702,에버온,경기파주 법원율곡3차아파트,1,AC완속,경기도,파주시,"경기도 파주시 법원읍 자운서원로 36-39지하1층주차장 301동1,2라인 근처",제한없음
5703,에버온,경기파주 법원율곡3차아파트,2,AC완속,경기도,파주시,"경기도 파주시 법원읍 자운서원로 36-39지하1층주차장 301동1,2라인 근처",제한없음
5704,에버온,경기파주 신안실크밸리1차1주차장,1,AC완속,경기도,파주시,"경기도 파주시 시청로 1231주차장 B1 103동 3,5라인 입구 우측 9기둥",제한없음
5705,에버온,경기파주 신안실크밸리1차1주차장,2,AC완속,경기도,파주시,"경기도 파주시 시청로 1231주차장 B1 103동 3,5라인 입구 우측 9기둥",제한없음
5706,에버온,경기파주 신안실크밸리1차1주차장,3,AC완속,경기도,파주시,"경기도 파주시 시청로 1231주차장 B1 103동 3,5라인 입구 우측 9기둥",제한없음
5707,에버온,경기파주 신안실크밸리1차1주차장,4,AC완속,경기도,파주시,"경기도 파주시 시청로 1231주차장 B1 103동 3,5라인 입구 우측 9기둥",제한없음
5708,에버온,경기파주 신안실크밸리1차1주차장,5,AC완속,경기도,파주시,"경기도 파주시 시청로 1231주차장 B1 103동 3,5라인 입구 우측 9기둥",제한없음
5709,에버온,경기파주 신안실크밸리1차2주차장,1,AC완속,경기도,파주시,"경기도 파주시 시청로 1232주차장 B1 108동 1,2라인입구 옆 C10기둥",제한없음
5710,에버온,경기파주 신안실크밸리1차2주차장,2,AC완속,경기도,파주시,"경기도 파주시 시청로 1232주차장 B1 108동 1,2라인입구 옆 C10기둥",제한없음
5711,에버온,경기파주 신안실크밸리1차2주차장,3,AC완속,경기도,파주시,"경기도 파주시 시청로 1232주차장 B1 108동 1,2라인입구 옆 C10기둥",제한없음
5712,에버온,경기파주 신안실크밸리2차아파트,1,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5713,에버온,경기파주 신안실크밸리2차아파트,2,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5714,에버온,경기파주 신안실크밸리2차아파트,3,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5715,에버온,경기파주 신안실크밸리2차아파트,4,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5716,에버온,경기파주 신안실크밸리2차아파트,5,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5717,에버온,경기파주 신안실크밸리2차아파트,6,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5718,에버온,경기파주 신안실크밸리2차아파트,7,AC완속,경기도,파주시,"경기도 파주시 시청로 85203동 지하1층주차장 B30,B31기둥",제한없음
5719,에버온,경기파주 한빛마을3단지자유로아이파크 310동,1,AC완속,경기도,파주시,경기도 파주시 한빛로 11310동앞 B2 02기둥,제한없음
5720,에버온,경기파주 한빛마을3단지자유로아이파크 310동,2,AC완속,경기도,파주시,경기도 파주시 한빛로 11310동앞 B2 02기둥,제한없음
5721,에버온,경기파주 한빛마을3단지자유로아이파크 310동,3,AC완속,경기도,파주시,경기도 파주시 한빛로 11310동앞 B2 02기둥,제한없음
5722,에버온,경기파주 한빛마을3단지자유로아이파크 310동,4,AC완속,경기도,파주시,경기도 파주시 한빛로 11310동앞 B2 02기둥,제한없음
5723,에버온,경기파주 한빛마을3단지자유로아이파크 310동,5,AC완속,경기도,파주시,경기도 파주시 한빛로 11310동앞 B2 02기둥,제한없음
5724,에버온,경기파주 한빛마을3단지자유로아이파크 314동,1,AC완속,경기도,파주시,경기도 파주시 한빛로 11314동앞 B2 06기둥,제한없음
5725,에버온,경기파주 한빛마을3단지자유로아이파크 314동,2,AC완속,경기도,파주시,경기도 파주시 한빛로 11314동앞 B2 06기둥,제한없음
5726,에버온,경기파주 한빛마을3단지자유로아이파크 314동,3,AC완속,경기도,파주시,경기도 파주시 한빛로 11314동앞 B2 06기둥,제한없음
5727,에버온,경기파주 한빛마을3단지자유로아이파크 314동,4,AC완속,경기도,파주시,경기도 파주시 한빛로 11314동앞 B2 06기둥,제한없음
5728,에버온,경기파주 한빛마을3단지자유로아이파크 314동,5,AC완속,경기도,파주시,경기도 파주시 한빛로 11314동앞 B2 06기둥,제한없음
5729,에버온,경기파주 한울마을6단지602동,1,AC완속,경기도,파주시,"경기도 파주시 한울로 100B2 602동 3,4라인 옆 E-39, E-40 기둥사이",제한없음
5730,에버온,경기파주 한울마을6단지602동,2,AC완속,경기도,파주시,"경기도 파주시 한울로 100B2 602동 3,4라인 옆 E-39, E-40 기둥사이",제한없음
5731,에버온,경기파주 한울마을6단지606동,1,AC완속,경기도,파주시,"경기도 파주시 한울로 100B1 606동 3,4라인 앞 C-44기둥",제한없음
5732,에버온,경기파주 한울마을6단지606동,2,AC완속,경기도,파주시,"경기도 파주시 한울로 100B1 606동 3,4라인 앞 C-44기둥",제한없음
5733,에버온,경기평택 반도유보라아이비파크1단지1,1,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5734,에버온,경기평택 반도유보라아이비파크1단지1,2,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5735,에버온,경기평택 반도유보라아이비파크1단지1,3,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5736,에버온,경기평택 반도유보라아이비파크1단지2,1,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5737,에버온,경기평택 반도유보라아이비파크1단지2,2,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5738,에버온,경기평택 반도유보라아이비파크1단지3,1,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5739,에버온,경기평택 반도유보라아이비파크1단지3,2,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5740,에버온,경기평택 반도유보라아이비파크1단지3,3,AC완속,경기도,평택시,경기도 평택시 비전2로 297(반도유보라 아이비파크),제한없음
5741,에버온,경기평택 사랑마을동신2차아파트 203동,1,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9203동지하1층,제한없음
5742,에버온,경기평택 사랑마을동신2차아파트 203동,2,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9203동지하1층,제한없음
5743,에버온,경기평택 사랑마을동신2차아파트 203동,3,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9203동지하1층,제한없음
5744,에버온,경기평택 사랑마을동신2차아파트 204동,1,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9204동지하1층,제한없음
5745,에버온,경기평택 사랑마을동신2차아파트 204동,2,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9204동지하1층,제한없음
5746,에버온,경기평택 사랑마을동신2차아파트 204동,3,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9204동지하1층,제한없음
5747,에버온,경기평택 사랑마을동신2차아파트 204동,4,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로서7길 9204동지하1층,제한없음
5748,에버온,경기평택 소사벌더샵마스터뷰1,1,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5749,에버온,경기평택 소사벌더샵마스터뷰1,2,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5750,에버온,경기평택 소사벌더샵마스터뷰2,1,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5751,에버온,경기평택 소사벌더샵마스터뷰2,2,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5752,에버온,경기평택 소사벌더샵마스터뷰3,1,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5753,에버온,경기평택 소사벌더샵마스터뷰3,2,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5754,에버온,경기평택 소사벌더샵마스터뷰3,3,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5755,에버온,경기평택 소사벌더샵마스터뷰4,1,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5756,에버온,경기평택 소사벌더샵마스터뷰4,2,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5757,에버온,경기평택 소사벌더샵마스터뷰4,3,AC완속,경기도,평택시,경기도 평택시 죽백4로 16(817 소사벌더샵마스터뷰),제한없음
5758,에버온,경기평택 송탄우성아파트104동,1,AC완속,경기도,평택시,경기도 평택시 지산2로 30104동앞지상주차장,제한없음
5759,에버온,경기평택 송탄우성아파트104동,2,AC완속,경기도,평택시,경기도 평택시 지산2로 30104동앞지상주차장,제한없음
5760,에버온,경기평택 송탄우성아파트113동,1,AC완속,경기도,평택시,경기도 평택시 지산2로 30113동지상주차장,제한없음
5761,에버온,경기평택 송탄우성아파트113동,2,AC완속,경기도,평택시,경기도 평택시 지산2로 30113동지상주차장,제한없음
5762,에버온,경기평택 힐스테이스평택2차202동,1,AC완속,경기도,평택시,경기도 평택시 세교6로 45202동 지하2층 C48기둥,제한없음
5763,에버온,경기평택 힐스테이스평택2차202동,2,AC완속,경기도,평택시,경기도 평택시 세교6로 45202동 지하2층 C48기둥,제한없음
5764,에버온,경기평택 힐스테이스평택2차202동,3,AC완속,경기도,평택시,경기도 평택시 세교6로 45202동 지하2층 C48기둥,제한없음
5765,에버온,경기평택 힐스테이스평택2차205동,1,AC완속,경기도,평택시,경기도 평택시 세교6로 45205동 지하3층 B85기둥,제한없음
5766,에버온,경기평택 힐스테이스평택2차205동,2,AC완속,경기도,평택시,경기도 평택시 세교6로 45205동 지하3층 B85기둥,제한없음
5767,에버온,경기평택 힐스테이스평택2차211동,1,AC완속,경기도,평택시,경기도 평택시 세교6로 45211동 지하2층 B54기둥,제한없음
5768,에버온,경기평택 힐스테이스평택2차211동,2,AC완속,경기도,평택시,경기도 평택시 세교6로 45211동 지하2층 B54기둥,제한없음
5769,에버온,경기평택 힐스테이스평택2차211동,3,AC완속,경기도,평택시,경기도 평택시 세교6로 45211동 지하2층 B54기둥,제한없음
5770,에버온,경기평택 힐스테이스평택2차216동,1,AC완속,경기도,평택시,경기도 평택시 세교6로 45216동 지하1층 SOS기둥,제한없음
5771,에버온,경기평택 힐스테이스평택2차216동,2,AC완속,경기도,평택시,경기도 평택시 세교6로 45216동 지하1층 SOS기둥,제한없음
5772,에버온,경기평택 힐스테이트평택101동,1,AC완속,경기도,평택시,경기도 평택시 세교6로 46101동 지하2층 E47기둥,제한없음
5773,에버온,경기평택 힐스테이트평택101동,2,AC완속,경기도,평택시,경기도 평택시 세교6로 46101동 지하2층 E47기둥,제한없음
5774,에버온,경기평택 힐스테이트평택104동,1,AC완속,경기도,평택시,경기도 평택시 세교6로 46104동 지하2층 D11기둥,제한없음
5775,에버온,경기평택 힐스테이트평택104동,2,AC완속,경기도,평택시,경기도 평택시 세교6로 46104동 지하2층 D11기둥,제한없음
5776,에버온,경기하남 풍산우남퍼스트빌리젠트,1,AC완속,경기도,하남시,경기도 하남시 덕풍북로 110지하2층주차장 관리실입구 우측,제한없음
5777,에버온,경기하남 한강미사아이에스비즈타워1,1,AC완속,경기도,하남시,경기도 하남시 미사대로 510(한강미사 아이에스비즈),제한없음
5778,에버온,경기하남 한강미사아이에스비즈타워1,2,AC완속,경기도,하남시,경기도 하남시 미사대로 510(한강미사 아이에스비즈),제한없음
5779,에버온,경기하남 한강미사아이에스비즈타워2,1,AC완속,경기도,하남시,경기도 하남시 미사대로 510(한강미사 아이에스비즈),제한없음
5780,에버온,경기하남 한강미사아이에스비즈타워2,2,AC완속,경기도,하남시,경기도 하남시 미사대로 510(한강미사 아이에스비즈),제한없음
5781,에버온,경기하남 한강미사아이에스비즈타워3,1,AC완속,경기도,하남시,경기도 하남시 미사대로 510(한강미사 아이에스비즈),제한없음
5782,에버온,경기하남 한강미사아이에스비즈타워3,2,AC완속,경기도,하남시,경기도 하남시 미사대로 510(한강미사 아이에스비즈),제한없음
5783,에버온,경기화성 기안마을풍성신미주103동,1,AC완속,경기도,화성시,경기도 화성시 융건로 99103동 지하1층 B38기둥,제한없음
5784,에버온,경기화성 기안마을풍성신미주103동,2,AC완속,경기도,화성시,경기도 화성시 융건로 99103동 지하1층 B38기둥,제한없음
5785,에버온,경기화성 기안마을풍성신미주103동,3,AC완속,경기도,화성시,경기도 화성시 융건로 99103동 지하1층 B38기둥,제한없음
5786,에버온,경기화성 기안마을풍성신미주109동,1,AC완속,경기도,화성시,경기도 화성시 융건로 99109동 지하1층 B33기둥,제한없음
5787,에버온,경기화성 기안마을풍성신미주109동,2,AC완속,경기도,화성시,경기도 화성시 융건로 99109동 지하1층 B33기둥,제한없음
5788,에버온,경기화성 기안마을풍성신미주112동,1,AC완속,경기도,화성시,경기도 화성시 융건로 99112동 지하1층 B32기둥,제한없음
5789,에버온,경기화성 기안마을풍성신미주112동,2,AC완속,경기도,화성시,경기도 화성시 융건로 99112동 지하1층 B32기둥,제한없음
5790,에버온,경기화성 기안마을풍성신미주113동,1,AC완속,경기도,화성시,경기도 화성시 융건로 99113동 지하1층 B48기둥,제한없음
5791,에버온,경기화성 기안마을풍성신미주113동,2,AC완속,경기도,화성시,경기도 화성시 융건로 99113동 지하1층 B48기둥,제한없음
5792,에버온,경기화성 기안마을풍성신미주113동,3,AC완속,경기도,화성시,경기도 화성시 융건로 99113동 지하1층 B48기둥,제한없음
5793,에버온,경기화성 동탄르보아시티B5(2),9,AC완속,경기도,화성시,경기도 화성시 동탄대로 557-9(967-3 우성르보아시티),제한없음
5794,에버온,경기화성 동탄르보아시티B5(2),10,AC완속,경기도,화성시,경기도 화성시 동탄대로 557-9(967-3 우성르보아시티),제한없음
5795,에버온,경기화성 동탄역파라곤아파트1,1,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5796,에버온,경기화성 동탄역파라곤아파트1,2,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5797,에버온,경기화성 동탄역파라곤아파트1,3,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5798,에버온,경기화성 동탄역파라곤아파트2,1,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5799,에버온,경기화성 동탄역파라곤아파트2,2,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5800,에버온,경기화성 동탄역파라곤아파트2,3,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5801,에버온,경기화성 동탄역파라곤아파트3,1,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5802,에버온,경기화성 동탄역파라곤아파트3,2,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5803,에버온,경기화성 동탄역파라곤아파트3,3,AC완속,경기도,화성시,경기도 화성시 동탄기흥로 393-20(동탄역 파라곤),제한없음
5804,에버온,경기화성 봉담한신아파트101동,1,AC완속,경기도,화성시,경기도 화성시 봉담읍 샘마을길 24101동 B1 9-10기둥,제한없음
5805,에버온,경기화성 봉담한신아파트101동,2,AC완속,경기도,화성시,경기도 화성시 봉담읍 샘마을길 24101동 B1 9-10기둥,제한없음
5806,에버온,경기화성 봉담한신아파트103동,1,AC완속,경기도,화성시,경기도 화성시 봉담읍 샘마을길 24103동 B1 1-2기둥,제한없음
5807,에버온,경기화성 봉담한신아파트103동,2,AC완속,경기도,화성시,경기도 화성시 봉담읍 샘마을길 24103동 B1 1-2기둥,제한없음
5808,에버온,경기화성 신안인스빌아파트,1,AC완속,경기도,화성시,경기도 화성시 봉담읍 삼천병마로 1256-20제3주차장-B2,제한없음
5809,에버온,경기화성 신안인스빌아파트,2,AC완속,경기도,화성시,경기도 화성시 봉담읍 삼천병마로 1256-20제3주차장-B2,제한없음
5810,에버온,경기화성 신안인스빌아파트,3,AC완속,경기도,화성시,경기도 화성시 봉담읍 삼천병마로 1256-20제3주차장-B2,제한없음
5811,에버온,경기화성 양우내안애2차에듀타운A27,1,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 A27,제한없음
5812,에버온,경기화성 양우내안애2차에듀타운A27,2,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 A27,제한없음
5813,에버온,경기화성 양우내안애2차에듀타운A27,3,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 A27,제한없음
5814,에버온,경기화성 양우내안애2차에듀타운B35,1,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 B35,제한없음
5815,에버온,경기화성 양우내안애2차에듀타운B35,2,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 B35,제한없음
5816,에버온,경기화성 양우내안애2차에듀타운B35,3,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 B35,제한없음
5817,에버온,경기화성 양우내안애2차에듀타운B35,4,AC완속,경기도,화성시,경기도 화성시 남양읍 시청로102번길 12202동 지하1층 B35,제한없음
5818,에버온,경기화성 에일린의뜰1601동,1,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771601동 지하1층 03기둥,제한없음
5819,에버온,경기화성 에일린의뜰1601동,2,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771601동 지하1층 03기둥,제한없음
5820,에버온,경기화성 에일린의뜰1601동,3,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771601동 지하1층 03기둥,제한없음
5821,에버온,경기화성 에일린의뜰1604동,1,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771604동 지하1층,제한없음
5822,에버온,경기화성 에일린의뜰1604동,2,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771604동 지하1층,제한없음
5823,에버온,경기화성 에일린의뜰1604동,3,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771604동 지하1층,제한없음
5824,에버온,경기화성 에일린의뜰1607동,1,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771607동 지하1층,제한없음
5825,에버온,경기화성 에일린의뜰1607동,2,AC완속,경기도,화성시,경기도 화성시 동탄기흥로353번길 771607동 지하1층,제한없음
5826,에버온,경기화성 예미지파크뷰624동,1,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45624동지하1층,제한없음
5827,에버온,경기화성 예미지파크뷰624동,2,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45624동지하1층,제한없음
5828,에버온,경기화성 예미지파크뷰624동,3,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45624동지하1층,제한없음
5829,에버온,경기화성 예미지파크뷰624동,4,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45624동지하1층,제한없음
5830,에버온,경기화성 예미지파크뷰625동,1,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45625동지하1층 기둥11,제한없음
5831,에버온,경기화성 예미지파크뷰625동,2,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45625동지하1층 기둥11,제한없음
5832,에버온,경기화성 예미지파크뷰625동,3,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45625동지하1층 기둥11,제한없음
5833,에버온,경기화성 예미지파크뷰625동,4,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45625동지하1층 기둥11,제한없음
5834,에버온,경기화성 예미지파크뷰625동,5,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45625동지하1층 기둥11,제한없음
5835,에버온,경기화성 예미지파크뷰625동,6,AC완속,경기도,화성시,경기도 화성시 동탄순환대로27길 45625동지하1층 기둥11,제한없음
