Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
0,환경부(한국자동차환경협회),KH양주휴게소,1,DC차데모+AC3상+DC콤보,경기도,양주시,경기도 양주시 장흥면 서울외곽순환고속도로 58,제한없음
1,환경부(한국자동차환경협회),S-oil 셀프 신현주유소(영광셀프주유소),1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 시흥대로869,제한없음
2,환경부(한국자동차환경협회),VIC마켓 킨텍스점,1,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 일산서구 주엽로 79,제한없음
3,환경부(한국자동차환경협회),VIC마켓 킨텍스점,2,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 일산서구 주엽로 79,제한없음
4,환경부(한국자동차환경협회),㈜디에스 화랑포 셀프주유소 ,91,DC콤보,경기도,가평군,경기도 가평군 청평면 경춘로 113,제한없음
5,환경부(한국자동차환경협회),㈜안성내츄럴리조트,11,DC콤보,경기도,안성시,경기도 안성시 죽산면 죽양대로 136-17,제한없음
6,환경부(한국자동차환경협회),㈜안성내츄럴리조트,12,DC콤보,경기도,안성시,경기도 안성시 죽산면 죽양대로 136-17,제한없음
7,환경부(한국자동차환경협회),㈜연세에너지,91,DC콤보,경기도,파주시,경기도 파주시 원롱면 엘지로 185,제한없음
8,환경부(한국자동차환경협회),㈜흥안주유소/흥안LPG충전소,91,DC콤보,경기도,파주시,경기도 파주시 법원읍 화합로 212,제한없음
9,환경부(한국자동차환경협회),가능동 입체공영주차장(건물식주차장),1,DC콤보,경기도,의정부시,경기도 의정부시 가능동 628,제한없음
10,환경부(한국자동차환경협회),가람누리주차장,21,DC콤보,경기도,포천시,경기도 포천시 영북면 대회산리 460-1,제한없음
11,환경부(한국자동차환경협회),가람누리주차장,22,DC콤보,경기도,포천시,경기도 포천시 영북면 대회산리 460-1,제한없음
12,환경부(한국자동차환경협회),가평군청,1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 가평읍 석봉로 181정면 우측 주차장(읍내리 513),제한없음
13,환경부(한국자동차환경협회),가평환경성질환 예방관리센터,1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 상면 행현리 922,제한없음
14,환경부(한국자동차환경협회),가평휴게소(서울방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,"경기도 가평군 설악면 미사리로 544 가평휴게소, SK 가평주유소(서울방향) 옆(미사리 287-28)",제한없음
15,환경부(한국자동차환경협회),가평휴게소(서울방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 설악면 미사리로 544,제한없음
16,환경부(한국자동차환경협회),가평휴게소(춘천방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,"경기도 가평군 설악면 미사리로 540번길 51 가평휴게소, SK 가평주유소(춘천방향) 옆(미사리 149)",제한없음
17,환경부(한국자동차환경협회),가평휴게소(춘천방향),1,DC차데모+AC3상+DC콤보,경기도,가평군,경기도 가평군 설악면 미사리로540번길 51,제한없음
18,환경부(한국자동차환경협회),갈현동 주민센터 주차장,1,DC차데모+AC3상+DC콤보,경기도,과천시,경기도 과천시 갈현동 679 주민센터 입구앞,제한없음
19,환경부(한국자동차환경협회),감악산관리사무소,11,DC콤보,경기도,파주시,경기도 파주시 적성면 설마리48-3,제한없음
20,환경부(한국자동차환경협회),감악산관리사무소,12,DC콤보,경기도,파주시,경기도 파주시 적성면 설마리48-3,제한없음
21,환경부(한국자동차환경협회),강상면다목적복지회관,21,DC콤보,경기도,양평군,경기도 양평군 강상면 송학길 60,제한없음
22,환경부(한국자동차환경협회),강상면다목적복지회관,22,DC콤보,경기도,양평군,경기도 양평군 강상면 송학길 60,제한없음
23,환경부(한국자동차환경협회),강하면사무소,21,DC콤보,경기도,양평군,경기도 양평군 강하면 사호3길 45,제한없음
24,환경부(한국자동차환경협회),강하면사무소,22,DC콤보,경기도,양평군,경기도 양평군 강하면 사호3길 45,제한없음
25,환경부(한국자동차환경협회),개군면복지회관,1,DC차데모+AC3상+DC콤보,경기도,양평군,경기도 양평군 개군면 추읍로 37,제한없음
26,환경부(한국자동차환경협회),개군면사무소,1,DC차데모+AC3상+DC콤보,경기도,양평군,경기도 양평군 개군면 하자포길33번길 8,제한없음
27,환경부(한국자동차환경협회),갯골생태공원,1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 장곡동 724-32 오른쪽 주차장 입구 오른쪽 끝부지,제한없음
28,환경부(한국자동차환경협회),경기 갈매동구릉영업소,1,DC콤보,경기도,구리시,경기도 구리시 갈매동 53-44,제한없음
29,환경부(한국자동차환경협회),경기광주휴게소(서울방향),1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 곤지암읍 만삼로 211,제한없음
30,환경부(한국자동차환경협회),경기광주휴게소(원주방향),1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 곤지암읍 만삼로 270,제한없음
31,환경부(한국자동차환경협회),경기도교직원연천수덕원,1,DC콤보,경기도,연천군,경기도 연천군 신서면 동내로 1384,제한없음
32,환경부(한국자동차환경협회),경기도연천교육지원청,1,DC콤보,경기도,연천군,경기도 연천군 연천읍 현가리 39-16,제한없음
33,환경부(한국자동차환경협회),경기테크노파크,11,DC콤보,경기도,안산시,경기도 안산시 상록구 사동 1271-11,제한없음
34,환경부(한국자동차환경협회),경기테크노파크,12,DC콤보,경기도,안산시,경기도 안산시 상록구 사동 1271-11,제한없음
35,환경부(한국자동차환경협회),경안동 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,광주시,"경기도 광주시 경안로 13-6, 주차장 1층 안쪽(경안동 30-6)",제한없음
36,환경부(한국자동차환경협회),경안시장 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 중앙로 103-5 1층 1층 화장실 옆,제한없음
37,환경부(한국자동차환경협회),경진셀프주유소,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 장안구 파장동 585-4,제한없음
38,환경부(한국자동차환경협회),고양시산림조합 산림문화센터,21,DC콤보,경기도,고양시,경기도 고양시 일산동구 식사동 425-4,제한없음
39,환경부(한국자동차환경협회),고양시산림조합 산림문화센터,22,DC콤보,경기도,고양시,경기도 고양시 일산동구 식사동 425-4,제한없음
40,환경부(한국자동차환경협회),고양시청,1,DC차데모+AC3상+DC콤보,경기도,고양시,"경기도 고양시 덕양구 고양시청로 10, 주차장 입구 전 우측(주교동 600)",제한없음
41,환경부(한국자동차환경협회),고양아람누리,1,DC콤보,경기도,고양시,경기도 고양시 일산동구 중앙로 1286,제한없음
42,환경부(한국자동차환경협회),고양어울림누리,1,DC콤보,경기도,고양시,경기도 고양시 덕양구 어울림로 33,제한없음
43,환경부(한국자동차환경협회),고양유통센터 제3주차장,41,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음
44,환경부(한국자동차환경협회),고양유통센터 제3주차장,42,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음
45,환경부(한국자동차환경협회),고양유통센터 제3주차장,43,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음
46,환경부(한국자동차환경협회),고양유통센터 제3주차장,44,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음
47,환경부(한국자동차환경협회),고양유통센터 제3주차장,45,DC콤보,경기도,고양시,경기도 고양시 일산서구 대화로362,제한없음
48,환경부(한국자동차환경협회),고양종합운동장 부설주차장,1,DC차데모+AC3상+DC콤보,경기도,고양시,"경기도 고양시 일산서구 중앙로 1601, 대형주차장 왼쪽도로변(대화동 2320)",제한없음
49,환경부(한국자동차환경협회),고양종합체육관,21,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1601,제한없음
50,환경부(한국자동차환경협회),고양종합체육관,22,DC콤보,경기도,고양시,경기도 고양시 일산서구 중앙로 1601,제한없음
51,환경부(한국자동차환경협회),고잔동138호 주차장,1,DC콤보,경기도,안산시,경기도 안산시 단원구 고잔동 654-19,제한없음
52,환경부(한국자동차환경협회),고잔동무료주차장,1,DC콤보,경기도,안산시,경기도 안산시 단원구 고잔동 44-1,제한없음
53,환경부(한국자동차환경협회),곡반정동 제2공영주차장,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 권선구 곡반정동 553,제한없음
54,환경부(한국자동차환경협회),공단삼거리 공영주차장(B),11,DC콤보,경기도,안산시,경기도 안산시 단원구 원시동 772-6,제한없음
55,환경부(한국자동차환경협회),공단삼거리 공영주차장(B),12,DC콤보,경기도,안산시,경기도 안산시 단원구 원시동 772-6,제한없음
56,환경부(한국자동차환경협회),공릉관광지,11,DC콤보,경기도,파주시,경기도 파주시 조리읍 장곡로 218,제한없음
57,환경부(한국자동차환경협회),공릉관광지,12,DC콤보,경기도,파주시,경기도 파주시 조리읍 장곡로 218,제한없음
58,환경부(한국자동차환경협회),공영주차장116호,11,DC콤보,경기도,안산시,경기도 안산시 상록구 본오동 876-8,제한없음
59,환경부(한국자동차환경협회),공영주차장116호,12,DC콤보,경기도,안산시,경기도 안산시 상록구 본오동 876-8,제한없음
60,환경부(한국자동차환경협회),과천시청,3,DC차데모+AC3상,경기도,과천시,"경기도 과천시 관문로 69, 과천시청(중앙동 1-3)",제한없음
61,환경부(한국자동차환경협회),과천의왕사업단,21,DC콤보,경기도,과천시,경기도 과천시 갈현동 산 31-1,제한없음
62,환경부(한국자동차환경협회),과천의왕사업단,22,DC콤보,경기도,과천시,경기도 과천시 갈현동 산 31-1,제한없음
63,환경부(한국자동차환경협회),관문체육공원,11,DC콤보,경기도,과천시,경기도 과천시 중앙로 294,제한없음
64,환경부(한국자동차환경협회),관문체육공원,12,DC콤보,경기도,과천시,경기도 과천시 중앙로 294,제한없음
65,환경부(한국자동차환경협회),관악역 3환승 공영주차장 ,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 만안구 석수1동 110-26 입구 맨끝 왼쪽,제한없음
66,환경부(한국자동차환경협회),광남생활체육공원,1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 장지동 92-5,제한없음
67,환경부(한국자동차환경협회),광남생활체육공원,2,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 장지동 92-5,제한없음
68,환경부(한국자동차환경협회),광적생활체육공원 (양주문화예술회관),21,DC콤보,경기도,양주시,경기도 양주시 광적면 부흥로 618번길 303,제한없음
69,환경부(한국자동차환경협회),광적생활체육공원 (양주문화예술회관),22,DC콤보,경기도,양주시,경기도 양주시 광적면 부흥로 618번길 303,제한없음
70,환경부(한국자동차환경협회),광주시민체육관,21,DC콤보,경기도,광주시,경기도 광주시 오포읍 청석로 85,제한없음
71,환경부(한국자동차환경협회),광주시민체육관,22,DC콤보,경기도,광주시,경기도 광주시 오포읍 청석로 85,제한없음
72,환경부(한국자동차환경협회),구리남양주 교육지원청,1,DC콤보,경기도,남양주시,경기도 남양주시 경춘로 520,제한없음
73,환경부(한국자동차환경협회),구리남양주 교육지원청,2,DC콤보,경기도,남양주시,경기도 남양주시 경춘로 520,제한없음
74,환경부(한국자동차환경협회),구리남양주 교육지원청,3,DC콤보,경기도,남양주시,경기도 남양주시 경춘로 520,제한없음
75,환경부(한국자동차환경협회),구리시 행정복지센터,11,DC콤보,경기도,구리시,경기도 구리시 체육관로 74,제한없음
76,환경부(한국자동차환경협회),구리시 행정복지센터,12,DC콤보,경기도,구리시,경기도 구리시 체육관로 74,제한없음
77,환경부(한국자동차환경협회),구리시청,1,DC차데모+AC3상+DC콤보,경기도,구리시,경기도 구리시 교문동 390-1 구청 본관 흡연실 옆,제한없음
78,환경부(한국자동차환경협회),구리한강시민공원(주차장),21,DC콤보,경기도,구리시,경기도 구리시 토평동 810,제한없음
79,환경부(한국자동차환경협회),구리한강시민공원(주차장),22,DC콤보,경기도,구리시,경기도 구리시 토평동 810,제한없음
80,환경부(한국자동차환경협회),구리휴게소(외측방향),1,DC차데모+AC3상+DC콤보,경기도,구리시,경기도 구리시 서울외곽순환고속도로 32 (사노동),제한없음
81,환경부(한국자동차환경협회),구성동주민센터,1,DC콤보,경기도,용인시,경기도 용인시 기흥구 구성로77번길 17,제한없음
82,환경부(한국자동차환경협회),구성동주민센터,2,DC콤보,경기도,용인시,경기도 용인시 기흥구 구성로77번길 17,제한없음
83,환경부(한국자동차환경협회),국립수목원 종합연구동주차장,21,DC콤보,경기도,포천시,경기도 포천시 소흘읍 광릉수목원로 509,제한없음
84,환경부(한국자동차환경협회),국립수목원 종합연구동주차장,22,DC콤보,경기도,포천시,경기도 포천시 소흘읍 광릉수목원로 509,제한없음
85,환경부(한국자동차환경협회),국민건강보험공단 김포지사,21,DC콤보,경기도,김포시,경기도 김포시 태장로 795번길 137,제한없음
86,환경부(한국자동차환경협회),국민건강보험공단 김포지사,22,DC콤보,경기도,김포시,경기도 김포시 태장로 795번길 137,제한없음
87,환경부(한국자동차환경협회),군남댐 두루미 테마파크,21,DC콤보,경기도,연천군,경기도 연천군 군남면 선곡리 627-2,제한없음
88,환경부(한국자동차환경협회),군남댐 두루미 테마파크,22,DC콤보,경기도,연천군,경기도 연천군 군남면 선곡리 627-2,제한없음
89,환경부(한국자동차환경협회),그린환경센터 주민편익시설,1,DC콤보,경기도,화성시,경기도 화성시 봉담읍 하가등리 107-1,제한없음
90,환경부(한국자동차환경협회),근로복지공단 안산병원,1,DC콤보,경기도,안산시,경기도 안산시 상록구 구룡로 87,제한없음
91,환경부(한국자동차환경협회),금촌하수처리장,1,DC콤보,경기도,파주시,경기도 파주시 아리랑로 55-81,제한없음
92,환경부(한국자동차환경협회),금학공영주차장,11,DC콤보,경기도,용인시,경기도 용인시 처인구 용문로 140,제한없음
93,환경부(한국자동차환경협회),금학공영주차장,12,DC콤보,경기도,용인시,경기도 용인시 처인구 용문로 140,제한없음
94,환경부(한국자동차환경협회),기흥휴게소(부산방향),1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 공세로 173 (공세동),제한없음
95,환경부(한국자동차환경협회),기흥휴게소(부산방향),2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 공세로 173 (공세동),제한없음
96,환경부(한국자동차환경협회),김포생활체육관,21,DC콤보,경기도,김포시,경기도 김포시 김포한강8로 198-3,제한없음
97,환경부(한국자동차환경협회),김포생활체육관,22,DC콤보,경기도,김포시,경기도 김포시 김포한강8로 198-3,제한없음
98,환경부(한국자동차환경협회),김포시 장기도서관,21,DC콤보,경기도,김포시,경기도 김포시 김포한강2로 42,제한없음
99,환경부(한국자동차환경협회),김포시 장기도서관,22,DC콤보,경기도,김포시,경기도 김포시 김포한강2로 42,제한없음
100,환경부(한국자동차환경협회),김포시민회관,21,DC콤보,경기도,김포시,경기도 김포시 사우중로 26,제한없음
101,환경부(한국자동차환경협회),김포시민회관,22,DC콤보,경기도,김포시,경기도 김포시 사우중로 26,제한없음
102,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,41,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음
103,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,42,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음
104,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,43,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음
105,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,44,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음
106,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,45,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음
107,환경부(한국자동차환경협회),꿈나무도서관,11,DC콤보,경기도,양주시,경기도 양주시 백석읍 꿈나무로 199,제한없음
108,환경부(한국자동차환경협회),꿈나무도서관,12,DC콤보,경기도,양주시,경기도 양주시 백석읍 꿈나무로 199,제한없음
109,환경부(한국자동차환경협회),남별내영업소,1,DC콤보,경기도,남양주시,경기도 남양주시 별내면 구리포천고속도로 11,제한없음
110,환경부(한국자동차환경협회),남별내영업소,2,DC콤보,경기도,남양주시,경기도 남양주시 별내면 구리포천고속도로 11,제한없음
111,환경부(한국자동차환경협회),남부수자원생태공원,11,DC콤보,경기도,부천시,경기도 부천시 연동로 89,제한없음
112,환경부(한국자동차환경협회),남부수자원생태공원,12,DC콤보,경기도,부천시,경기도 부천시 연동로 89,제한없음
113,환경부(한국자동차환경협회),남부치매안심센터,1,DC콤보,경기도,이천시,경기도 이천시 장호원읍 서동대로8809번길 30-15,제한없음
114,환경부(한국자동차환경협회),남부치매안심센터,2,DC콤보,경기도,이천시,경기도 이천시 장호원읍 서동대로8809번길 30-15,제한없음
115,환경부(한국자동차환경협회),남양읍사무소,11,DC콤보,경기도,화성시,경기도 화성시 남양읍 남양성지로 192-5,제한없음
116,환경부(한국자동차환경협회),남양읍사무소,12,DC콤보,경기도,화성시,경기도 화성시 남양읍 남양성지로 192-5,제한없음
117,환경부(한국자동차환경협회),남양주 시청,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 금곡동 185-10 옥외 주차장,제한없음
118,환경부(한국자동차환경협회),남양주소방서,21,DC콤보,경기도,남양주시,경기도 남양주시 평내로 25,제한없음
119,환경부(한국자동차환경협회),남양주소방서,22,DC콤보,경기도,남양주시,경기도 남양주시 평내로 25,제한없음
120,환경부(한국자동차환경협회),내촌교육문화센터,1,DC차데모+AC3상+DC콤보,경기도,포천시,경기도 포천시 내촌면 내리 503,제한없음
121,환경부(한국자동차환경협회),노작공원,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 노작로226-26,제한없음
122,환경부(한국자동차환경협회),노작공원,2,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 노작로226-26,제한없음
123,환경부(한국자동차환경협회),논골공영주차장 (구)논골선경공영,1,DC콤보,경기도,성남시,경기도 성남시 수정구 단대동 산 164-3,제한없음
124,환경부(한국자동차환경협회),농업유전자원센터 중부지소,1,DC콤보,경기도,수원시,경기도 수원시 권선구 서호로 34,제한없음
125,환경부(한국자동차환경협회),농업유전자원센터 중부지소,2,DC콤보,경기도,수원시,경기도 수원시 권선구 서호로 34,제한없음
126,환경부(한국자동차환경협회),다산진건지구 공영주차타워,1,DC콤보,경기도,남양주시,경기도 남양주시 다산동 6148,제한없음
127,환경부(한국자동차환경협회),다산행정복지센터,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 다산중앙로 7,제한없음
128,환경부(한국자동차환경협회),단대공원공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 수정구 산성동 508,제한없음
129,환경부(한국자동차환경협회),단대동제1공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 수정구 단대동 27-1,제한없음
130,환경부(한국자동차환경협회),단월면 복지회관,11,DC콤보,경기도,양평군,경기도 양평군 단월면 보룡길 44-1,제한없음
131,환경부(한국자동차환경협회),단월면 복지회관,12,DC콤보,경기도,양평군,경기도 양평군 단월면 보룡길 44-1,제한없음
132,환경부(한국자동차환경협회),대곶면행정복지센터,21,DC콤보,경기도,김포시,경기도 김포시 대곶면 율생로 83-23,제한없음
133,환경부(한국자동차환경협회),대곶면행정복지센터,22,DC콤보,경기도,김포시,경기도 김포시 대곶면 율생로 83-23,제한없음
134,환경부(한국자동차환경협회),대부도 152호 노외주차장,21,DC콤보,경기도,안산시,경기도 안산시 단원구 대부북동 1870-201,제한없음
135,환경부(한국자동차환경협회),대부도 152호 노외주차장,22,DC콤보,경기도,안산시,경기도 안산시 단원구 대부북동 1870-201,제한없음
136,환경부(한국자동차환경협회),대부도 공영 주차장,1,DC차데모+AC3상+DC콤보,경기도,안산시,경기도 안산시 단원구 대부북동 1849-30 주차장 맨끝쪽,제한없음
137,환경부(한국자동차환경협회),대부동복지체육센터,1,DC콤보,경기도,안산시,경기도 안산시 단원구 대부동동 산148-4,제한없음
138,환경부(한국자동차환경협회),대부동행정복지센터,1,DC콤보,경기도,안산시,경기도 안산시 단원구 대부중앙로 97-9,제한없음
139,환경부(한국자동차환경협회),대신면 문화복지센터,21,DC콤보,경기도,여주시,경기도 여주시 대신면 율촌1길 12-9,제한없음
140,환경부(한국자동차환경협회),대신면 문화복지센터,22,DC콤보,경기도,여주시,경기도 여주시 대신면 율촌1길 12-9,제한없음
141,환경부(한국자동차환경협회),대원천공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 중원구 성남동 4596,제한없음
142,환경부(한국자동차환경협회),대월체육공원,21,DC콤보,경기도,이천시,경기도 이천시 대월면 대산로 125,제한없음
143,환경부(한국자동차환경협회),대월체육공원,22,DC콤보,경기도,이천시,경기도 이천시 대월면 대산로 125,제한없음
144,환경부(한국자동차환경협회),덕양구청 주차장,1,DC차데모+AC3상+DC콤보,경기도,고양시,경기도 고양시 덕양구 화중로 104번길 13 입구 좌측,제한없음
145,환경부(한국자동차환경협회),덕평휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로 154번길 287-76,제한없음
146,환경부(한국자동차환경협회),덕평휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로154번길 287-76휴게소 정면 좌측 주차장(흡연장 옆)(각평리 산21-3),제한없음
147,환경부(한국자동차환경협회),덕평휴게소(강릉방향),2,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로 154번길 287-76,제한없음
148,환경부(한국자동차환경협회),덕평휴게소(인천방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로154번길 287-76휴게소 옥외 장애인 주차장(휴게소 정면 우측 흡연장 앞)(각평리 321-2),제한없음
149,환경부(한국자동차환경협회),동안구청,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 동안구 동안로 158,제한없음
150,환경부(한국자동차환경협회),동양대학교(서편주차장),1,DC콤보,경기도,동두천시,경기도 동두천시 동두천동 289-2,제한없음
151,환경부(한국자동차환경협회),동양컴퓨터학원 앞(공중전화부스),1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 중원구 중앙동 1175,제한없음
152,환경부(한국자동차환경협회),동탄2수질복원센터,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄산단7길 60,제한없음
153,환경부(한국자동차환경협회),동탄2수질복원센터,2,DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄산단7길 60,제한없음
154,환경부(한국자동차환경협회),동탄2수질복원센터,52,DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄산단7길 60,제한없음
155,환경부(한국자동차환경협회),동탄보건지소,21,DC콤보,경기도,화성시,경기도 화성시 석우동 60,제한없음
156,환경부(한국자동차환경협회),동탄보건지소,22,DC콤보,경기도,화성시,경기도 화성시 석우동 60,제한없음
157,환경부(한국자동차환경협회),동탄호수공원 주차장,1,DC콤보,경기도,화성시,경기도 화성시 송동 727,제한없음
158,환경부(한국자동차환경협회),동편마을 지하주차장,1,DC콤보,경기도,안양시,경기도 안양시 동안구 관양동 1709,제한없음
159,환경부(한국자동차환경협회),로보파크,1,DC콤보,경기도,부천시,경기도 부천시 평천로 655,제한없음
160,환경부(한국자동차환경협회),롯데마트 고양점,1,DC차데모+AC3상,경기도,고양시,"경기도 고양시 덕양구 충장로 150, 지상주차장 4층 422구역(행신동 941)",제한없음
161,환경부(한국자동차환경협회),롯데마트 광교점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 센트럴타운로 85-0 (이의동),제한없음
162,환경부(한국자동차환경협회),롯데마트 권선점,1,DC차데모+AC3상+DC콤보,경기도,수원시,"경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측",제한없음
163,환경부(한국자동차환경협회),롯데마트 권선점,2,DC콤보,경기도,수원시,"경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측",제한없음
164,환경부(한국자동차환경협회),롯데마트 권선점,52,DC콤보,경기도,수원시,"경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측",제한없음
165,환경부(한국자동차환경협회),롯데마트 김포한강점,1,DC차데모+AC3상+DC콤보,경기도,김포시,경기도 김포시 김포한강2로 41,제한없음
166,환경부(한국자동차환경협회),롯데마트 김포한강점,2,DC차데모+AC3상+DC콤보,경기도,김포시,경기도 김포시 김포한강2로 41,제한없음
167,환경부(한국자동차환경협회),롯데마트 덕소점,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 와부읍 월문천로 33 (덕소리),제한없음
168,환경부(한국자동차환경협회),롯데마트 동두천점,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 평화로 2169번길 21 (송내동),제한없음
169,환경부(한국자동차환경협회),롯데마트 마석점,1,DC차데모+AC3상+DC콤보,경기도,남양주시,"경기도 남양주시 화도읍 경춘로 1992, 지상주차장 3층 20구역(마석우리 255-24)",제한없음
170,환경부(한국자동차환경협회),롯데마트 마장휴게소점(통영방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,"경기도 이천시 마장면 중부고속도로 82, 지하주차장 100구역(산 13-32)",제한없음
171,환경부(한국자동차환경협회),롯데마트 상록점,1,DC차데모+AC3상+DC콤보,경기도,안산시,경기도 안산시 상록구 반석로 8 (본오동),제한없음
172,환경부(한국자동차환경협회),롯데마트 서현점,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 황새울로311번길 28-0 (서현동),제한없음
173,환경부(한국자동차환경협회),롯데마트 서현점,2,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 황새울로311번길 28-0 (서현동),제한없음
174,환경부(한국자동차환경협회),롯데마트 수원점,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 권선구 세화로 134,제한없음
175,환경부(한국자동차환경협회),롯데마트 수지점,1,DC차데모+AC3상+DC콤보,경기도,용인시,"경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆",제한없음
176,환경부(한국자동차환경협회),롯데마트 수지점,2,DC콤보,경기도,용인시,"경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆",제한없음
177,환경부(한국자동차환경협회),롯데마트 수지점,52,DC콤보,경기도,용인시,"경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆",제한없음
178,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,41,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음
179,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,42,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음
180,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,43,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음
181,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,44,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음
182,환경부(한국자동차환경협회),롯데마트 시화점 야외주차장,45,DC콤보,경기도,시흥시,경기도 시흥시 마유로 238번길26,제한없음
183,환경부(한국자동차환경협회),롯데마트 시흥배곧점,1,DC차데모+AC3상+DC콤보,경기도,시흥시,"경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4",제한없음
184,환경부(한국자동차환경협회),롯데마트 시흥배곧점,2,DC콤보,경기도,시흥시,"경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4",제한없음
185,환경부(한국자동차환경협회),롯데마트 시흥배곧점,52,DC콤보,경기도,시흥시,"경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4",제한없음
186,환경부(한국자동차환경협회),롯데마트 신갈점,1,DC차데모+AC3상+DC콤보,경기도,용인시,"경기도 용인시 기흥구 중부대로 375, 지하2층 10",제한없음
