운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,급속충전량,비고,주소2
환경부(한국자동차환경협회),KT가정빌딩,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 가정로 168 입구 경비실 앞 주차장,24시간 이용가능,제한없음,급속(50kW),주차요금 별도, 가정로 168 입구 경비실 앞 주차장
환경부(한국자동차환경협회),가수원동행정복지센터,1,DC콤보,대전광역시,서구 ,대전광역시 서구 가수원로 105,24시간 이용가능,제한없음,급속(100kW단독),,가수원로 105
환경부(한국자동차환경협회),갈마2동 공영주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 갈마중로 30번길 15-5,24시간 이용가능,제한없음,급속(100kW단독),"주간 무료, 18:00 ~ 다음 날 05:00까지 10분당 100원, 저공해차 이용시 50% 할인",갈마중로 30번길 15-5
환경부(한국자동차환경협회),갈마도서관,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 갈마동 427-20 ,24시간 이용가능,제한없음,급속(100kW멀티),,갈마동 427-20 
환경부(한국자동차환경협회),관저2동주민센터,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 관저동 1104,24시간 이용가능,제한없음,급속(50kW),,관저동 1104
환경부(한국자동차환경협회),관저문예회관 공영주차장,11,DC콤보,대전광역시,서구 ,대전광역시 서구 관저동 1199,24시간 이용가능,제한없음,급속(100kW동시),,관저동 1199
환경부(한국자동차환경협회),관저문예회관 공영주차장,12,DC콤보,대전광역시,서구 ,대전광역시 서구 관저동 1199,24시간 이용가능,제한없음,급속(100kW동시),,관저동 1199
환경부(한국자동차환경협회),관저저류지주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 관저동 1510,24시간 이용가능,제한없음,급속(50kW),,관저동 1510
환경부(한국자동차환경협회),교촌동 공영주차장,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 교촌동 636-1,24시간 이용가능,제한없음,급속(100kW단독),, 교촌동 636-1
환경부(한국자동차환경협회),구봉산공원 노상주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 관저동 843-16,24시간 이용가능,제한없음,급속(100kW단독),,관저동 843-16
환경부(한국자동차환경협회),구즉동 주민센터,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 구룡달전로 22,24시간 이용가능,제한없음,급속(50kW),, 구룡달전로 22
환경부(한국자동차환경협회),금강유역환경청,21,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대학로 417(21-2 금강유역환경청),24시간 이용가능,제한없음,급속(200kW동시),, 대학로 417(21-2 금강유역환경청)
환경부(한국자동차환경협회),금강유역환경청,22,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대학로 417(21-2 금강유역환경청),24시간 이용가능,제한없음,급속(200kW동시),, 대학로 417(21-2 금강유역환경청)
환경부(한국자동차환경협회),기성동 공영주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 흑석동 966,24시간 이용가능,제한없음,급속(100kW멀티),,흑석동 966
환경부(한국자동차환경협회),기초과학연구원,41,DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55,24시간 이용가능,제한없음,급속(200kW동시),, 엑스포로 55
환경부(한국자동차환경협회),기초과학연구원,42,DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55,24시간 이용가능,제한없음,급속(200kW동시),, 엑스포로 55
환경부(한국자동차환경협회),기초과학연구원,43,DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55,24시간 이용가능,제한없음,급속(200kW동시),, 엑스포로 55
환경부(한국자동차환경협회),기초과학연구원,44,DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55,24시간 이용가능,제한없음,급속(200kW동시),, 엑스포로 55
환경부(한국자동차환경협회),남선공원,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 탄방동 1084,24시간 이용가능,제한없음,급속(50kW),20분후 유료(15분당 300원),탄방동 1084
환경부(한국자동차환경협회),노은1동 행정복지센터,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 노은동로 87번길89(노은동 546),24시간 이용가능,제한없음,급속(100kW단독),, 노은동로 87번길89(노은동 546)
환경부(한국자동차환경협회),노은2동 행정복지센터,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 송림로 19번길35(하기동 411-1),24시간 이용가능,제한없음,급속(100kW단독),, 송림로 19번길35(하기동 411-1)
환경부(한국자동차환경협회),노은농수산물시장,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 노은동 566,24시간 이용가능,제한없음,급속(50kW),, 노은동 566
환경부(한국자동차환경협회),대덕대학교,11,DC콤보,대전광역시,유성구 ,대전광역시 유성구 가정북로 68,24시간 이용가능,제한없음,급속(200kW동시),, 가정북로 68
환경부(한국자동차환경협회),대덕대학교,12,DC콤보,대전광역시,유성구 ,대전광역시 유성구 가정북로 68,24시간 이용가능,제한없음,급속(200kW동시),, 가정북로 68
환경부(한국자동차환경협회),대덕문화체육관,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 목상동 산6-2,24시간 이용가능,제한없음,급속(50kW),, 목상동 산6-2
환경부(한국자동차환경협회),대덕보건소,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 석봉로 38번길 55 대덕구보건소,24시간 이용가능,제한없음,급속(100kW멀티),, 석봉로 38번길 55 대덕구보건소
환경부(한국자동차환경협회),대사동 공영주차장,11,DC콤보,대전광역시,중구 ,대전광역시 중구 대사동 145-2,24시간 이용가능,제한없음,급속(200kW동시),,대사동 145-2
환경부(한국자동차환경협회),대사동 공영주차장,12,DC콤보,대전광역시,중구 ,대전광역시 중구 대사동 145-2,24시간 이용가능,제한없음,급속(200kW동시),,대사동 145-2
환경부(한국자동차환경협회),대전 농업기술센터,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 교촌동 568-1,24시간 이용가능,제한없음,급속(50kW),, 교촌동 568-1
환경부(한국자동차환경협회),대전광역시동부교육지원청,21,DC콤보,대전광역시,중구 ,대전광역시 중구 문화로234번길 34,24시간 이용가능,제한없음,급속(200kW동시),,문화로234번길 34
환경부(한국자동차환경협회),대전광역시동부교육지원청,22,DC콤보,대전광역시,중구 ,대전광역시 중구 문화로234번길 34,24시간 이용가능,제한없음,급속(200kW동시),,문화로234번길 34
환경부(한국자동차환경협회),대전월드컵경기장,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 월드컵대로 32(월드컵대로 32),24시간 이용가능,제한없음,급속(50kW),, 월드컵대로 32(월드컵대로 32)
환경부(한국자동차환경협회),대전정부청사 내 주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 청사로 189 정부대전청사 후생동 지하주차장 입구 근처,24시간 이용가능,제한없음,급속(50kW),주차요금 별도,청사로 189 정부대전청사 후생동 지하주차장 입구 근처
환경부(한국자동차환경협회),대전중구보건지소,11,DC콤보,대전광역시,중구 ,대전광역시 중구 중앙로 100 (대흥동 499-1),24시간 이용가능,제한없음,급속(200kW동시),,중앙로 100 (대흥동 499-1)
환경부(한국자동차환경협회),대전중구보건지소,12,DC콤보,대전광역시,중구 ,대전광역시 중구 중앙로 100 (대흥동 499-1),24시간 이용가능,제한없음,급속(200kW동시),,중앙로 100 (대흥동 499-1)
환경부(한국자동차환경협회),대전추모공원,21,DC콤보,대전광역시,서구 ,대전광역시 서구 상보안윗길 160,24시간 이용가능,제한없음,급속(200kW동시),,상보안윗길 160
환경부(한국자동차환경협회),대전추모공원,22,DC콤보,대전광역시,서구 ,대전광역시 서구 상보안윗길 160,24시간 이용가능,제한없음,급속(200kW동시),,상보안윗길 160
환경부(한국자동차환경협회),대전테크노파크 주차장,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 테크노 9로 35 입구 국기계양대 왼쪽,24시간 이용가능,제한없음,급속(50kW),주차요금 별도, 테크노 9로 35 입구 국기계양대 왼쪽
환경부(한국자동차환경협회),대청호자연수변공원 주차장,21,DC콤보,대전광역시,동구 ,대전광역시 동구 대청호수로545번길 1,24시간 이용가능,제한없음,급속(200kW동시),,대청호수로545번길 1
환경부(한국자동차환경협회),대청호자연수변공원 주차장,22,DC콤보,대전광역시,동구 ,대전광역시 동구 대청호수로545번길 1,24시간 이용가능,제한없음,급속(200kW동시),,대청호수로545번길 1
환경부(한국자동차환경협회),덕명지구 공영주차장,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 덕명동 513,24시간 이용가능,제한없음,급속(100kW단독),, 덕명동 513
환경부(한국자동차환경협회),도로교통공단 대전세종충청남도지부,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 동서대로 621,평일 09:00 ~ 18:00,제한없음,급속(100kW단독),, 동서대로 621
환경부(한국자동차환경협회),도로교통공단 대전세종충청남도지부,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 동서대로 621,평일 09:00 ~ 18:00,제한없음,급속(100kW단독),, 동서대로 621
환경부(한국자동차환경협회),도마2동 옆 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 도마동 155-16 ,24시간 이용가능,제한없음,급속(100kW멀티),,도마동 155-16 
환경부(한국자동차환경협회),동구 아름다운복지관,21,DC콤보,대전광역시,동구 ,대전광역시 동구 안골로 49,24시간 이용가능,제한없음,급속(200kW동시),,안골로 49
환경부(한국자동차환경협회),동구 아름다운복지관,22,DC콤보,대전광역시,동구 ,대전광역시 동구 안골로 49,24시간 이용가능,제한없음,급속(200kW동시),,안골로 49
환경부(한국자동차환경협회),동구국민체육센터,1,DC차데모+AC3상+DC콤보,대전광역시,동구 ,대전광역시 동구 가양동 709,24시간 이용가능,제한없음,급속(50kW),,가양동 709
환경부(한국자동차환경협회),롯데마트 노은점,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 하기동 519 지상4층 주차장 430기둥 옆,10:00~23:00,제한없음,급속(50kW),주차요금 별도, 하기동 519 지상4층 주차장 430기둥 옆
환경부(한국자동차환경협회),롯데마트 대덕테크노밸리점,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 관평동 887 옥외주차장 검품장 근처,24시간 이용가능,제한없음,급속(50kW),주차요금 별도, 관평동 887 옥외주차장 검품장 근처
환경부(한국자동차환경협회),롯데마트 서대전점,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 유성대로 26-37 (원내동),10:00~23:00,제한없음,급속(50kW),, 유성대로 26-37 (원내동)
환경부(한국자동차환경협회),만년동 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 만년동 74 ,24시간 이용가능,제한없음,급속(100kW멀티),,만년동 74 
환경부(한국자동차환경협회),목원대학교,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 도안북로 88 정문 오른쪽 캠퍼스타운 주차장 ,24시간 이용가능,제한없음,급속(50kW),주차요금 별도,도안북로 88 정문 오른쪽 캠퍼스타운 주차장 
환경부(한국자동차환경협회),반석역 환승주차장,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 반석로12번길 18-4,24시간 이용가능,제한없음,급속(100kW멀티),50% 할인요금적용, 반석로12번길 18-4
환경부(한국자동차환경협회),변동 공영주차장(A),1,DC콤보,대전광역시,서구 ,대전광역시 서구 변동 57-1,08:00 ~ 19:00,제한없음,급속(100kW단독),19:00 ~ 08:00 : 거주자 주차장 등록제(월 13000원),변동 57-1
환경부(한국자동차환경협회),변동 공영주차장(B),1,DC콤보,대전광역시,서구 ,대전광역시 서구 변동 18-1,08:00 ~ 19:00,제한없음,급속(100kW단독),19:00 ~ 08:00 : 거주자 주차장 등록제(월 13000원),변동 18-1
환경부(한국자동차환경협회),변동 제1공영주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 변동 47-32,24시간 이용가능,제한없음,급속(100kW멀티),,변동 47-32
환경부(한국자동차환경협회),보문종합사회복지관,21,DC콤보,대전광역시,중구 ,대전광역시 중구 부용로41번길 55,24시간 이용가능,제한없음,급속(200kW동시),,부용로41번길 55
환경부(한국자동차환경협회),보문종합사회복지관,22,DC콤보,대전광역시,중구 ,대전광역시 중구 부용로41번길 55,24시간 이용가능,제한없음,급속(200kW동시),,부용로41번길 55
환경부(한국자동차환경협회),복수동 제1공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 복수동 613,24시간 이용가능,제한없음,급속(100kW멀티),,복수동 613
환경부(한국자동차환경협회),복수동 제3공영주차장,21,DC콤보,대전광역시,서구 ,대전광역시 서구 복수동 690,24시간 이용가능,제한없음,급속(200kW동시),,복수동 690
환경부(한국자동차환경협회),복수동 제3공영주차장,22,DC콤보,대전광역시,서구 ,대전광역시 서구 복수동 690,24시간 이용가능,제한없음,급속(200kW동시),,복수동 690
환경부(한국자동차환경협회),복수동 제5공영주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 복수동 781,24시간 이용가능,제한없음,급속(100kW멀티),,복수동 781
환경부(한국자동차환경협회),사정동 제2 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,중구 ,대전광역시 중구 사정동 403번지,24시간 이용가능,제한없음,급속(100kW멀티),,사정동 403번지
환경부(한국자동차환경협회),서구국민체육센터,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 정림서로 181,24시간 이용가능,제한없음,급속(50kW),,정림서로 181
환경부(한국자동차환경협회),서구노인복지관,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 탄방동 1084,24시간 이용가능,제한없음,급속(50kW),,탄방동 1084
환경부(한국자동차환경협회),석교동주민센터,1,DC차데모+AC3상+DC콤보,대전광역시,중구 ,대전광역시 중구 석교동 12-4,24시간 이용가능,제한없음,급속(50kW),,석교동 12-4
환경부(한국자동차환경협회),셀프세차장(워시하우스),1,DC차데모+AC3상+DC콤보,대전광역시,동구 ,대전광역시 동구 용운동423-22,24시간 이용가능,제한없음,급속(50kW),,용운동423-22
환경부(한국자동차환경협회),송강(GS마트앞) 공영주차장,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 송강동 36-8,24시간 이용가능,제한없음,급속(100kW단독),"최초 1시간 무료, 10분당 100원, 2시간 이후 10분당 200원(최대 2400원) / 전기차 50% 할인 / 주말, 공휴일 무료", 송강동 36-8
환경부(한국자동차환경협회),송강(프라자옆) 공영주차장,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 송강동 16-1,08:00 ~ 22:00,제한없음,급속(100kW단독),"최초 1시간 무료, 10분당 100원, 2시간 이후 10분당 200원(최대 2400원) / 전기차 50% 할인 / 주말, 공휴일 무료", 송강동 16-1
환경부(한국자동차환경협회),송촌먹자골목 공영주차장,1,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 송촌동 458,24시간 이용가능,제한없음,급속(100kW단독),"10분당 기본 요금 150원, 추가 10분당 150원, 전기차 이용시 50% 감면", 송촌동 458
환경부(한국자동차환경협회),수도시설관리사업소,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 중리동 20-3,24시간 이용가능,제한없음,급속(50kW),, 중리동 20-3
환경부(한국자동차환경협회),수통골 공영주차장,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 수통골로 39,24시간 이용가능,제한없음,급속(100kW단독),, 수통골로 39
환경부(한국자동차환경협회),스튜디오큐브,21,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대덕대로 480,24시간 이용가능,제한없음,급속(200kW동시),, 대덕대로 480
환경부(한국자동차환경협회),스튜디오큐브,22,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대덕대로 480,24시간 이용가능,제한없음,급속(200kW동시),, 대덕대로 480
환경부(한국자동차환경협회),신대노인복지관,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 신대동 169-1,24시간 이용가능,제한없음,급속(100kW멀티),, 신대동 169-1
환경부(한국자동차환경협회),신성동 제2공영주차장,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 신성동 211-2,24시간 이용가능,제한없음,급속(100kW단독),, 신성동 211-2
환경부(한국자동차환경협회),신성동 행정복지센터,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 신성로55(하기동 18-6),24시간 이용가능,제한없음,급속(100kW단독),, 신성로55(하기동 18-6)
환경부(한국자동차환경협회),신탄진휴게소(서울방향),1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 산업단지로 27 (상서동) 236-1,24시간 이용가능,제한없음,급속(50kW),, 산업단지로 27 (상서동) 236-1
환경부(한국자동차환경협회),신탄진휴게소(서울방향),1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 산업단지로 27,24시간 이용가능,제한없음,급속(100kW멀티),, 산업단지로 27
환경부(한국자동차환경협회),안영동 제2노외 공영주차장,1,DC콤보,대전광역시,중구 ,대전광역시 중구 안영동 697,24시간 이용가능,제한없음,급속(100kW멀티),,안영동 697
환경부(한국자동차환경협회),안영동 제3노외 주차장,1,DC콤보,대전광역시,중구 ,대전광역시 중구 안영동 663,24시간 이용가능,제한없음,급속(100kW멀티),,안영동 663
환경부(한국자동차환경협회),오월드 내 주차장,1,DC차데모+AC3상+DC콤보,대전광역시,중구 ,대전광역시 중구 사정동 142 플라워랜드 주차장,24시간 이용가능,제한없음,급속(50kW),주차요금 별도,사정동 142 플라워랜드 주차장
환경부(한국자동차환경협회),오정농수산물시장,11,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 오정동 45-1 ,24시간 이용가능,제한없음,급속(200kW동시),50% 할인요금 적용, 오정동 45-1 
환경부(한국자동차환경협회),오정농수산물시장,12,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 오정동 45-1 ,24시간 이용가능,제한없음,급속(200kW동시),50% 할인요금 적용, 오정동 45-1 
환경부(한국자동차환경협회),온천2동 주민센터,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 장대로 120,24시간 이용가능,제한없음,급속(50kW),, 장대로 120
환경부(한국자동차환경협회),용두동 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,중구 ,대전광역시 중구 동서대로 1322번길 81,24시간 이용가능,제한없음,급속(100kW멀티),,동서대로 1322번길 81
환경부(한국자동차환경협회),용문동 제2공영주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 용문동 263-9,24시간 이용가능,제한없음,급속(100kW멀티),,용문동 263-9
환경부(한국자동차환경협회),우암사적공원,1,DC차데모+AC3상+DC콤보,대전광역시,동구 ,대전광역시 동구 가양동 65,24시간 이용가능,제한없음,급속(50kW),,가양동 65
환경부(한국자동차환경협회),월평1동 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 월평동 1275,24시간 이용가능,제한없음,급속(100kW멀티),,월평동 1275
환경부(한국자동차환경협회),월평동공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 월평동 1184,24시간 이용가능,제한없음,급속(50kW),,월평동 1184
환경부(한국자동차환경협회),유등노인복지관,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 도마동 413-5,24시간 이용가능,제한없음,급속(50kW),,도마동 413-5
환경부(한국자동차환경협회),유승기업(현대블루핸즈),1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 계룡로 510 현대사무실 옆,24시간 이용가능,제한없음,급속(50kW),주차요금 별도,계룡로 510 현대사무실 옆
환경부(한국자동차환경협회),장대동 공영주차장,11,DC콤보,대전광역시,유성구 ,대전광역시 유성구 장대동 263-2,24시간 이용가능,제한없음,급속(200kW동시),, 장대동 263-2
환경부(한국자동차환경협회),장대동 공영주차장,12,DC콤보,대전광역시,유성구 ,대전광역시 유성구 장대동 263-2,24시간 이용가능,제한없음,급속(200kW동시),, 장대동 263-2
환경부(한국자동차환경협회),장동 주차장 1,1,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 장동 366-11,24시간 이용가능,제한없음,급속(100kW멀티),, 장동 366-11
환경부(한국자동차환경협회),장동 주차장 2,1,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 장동 326-17,24시간 이용가능,제한없음,급속(100kW멀티),, 장동 326-17
환경부(한국자동차환경협회),장동 주차장 4,1,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 장동 210-14,24시간 이용가능,제한없음,급속(100kW멀티),, 장동 210-14
환경부(한국자동차환경협회),전민동 공영주차장(전민동 행정복지센터),91,DC콤보,대전광역시,유성구 ,대전광역시 유성구 유성대로1719(전민동 462-6),24시간 이용가능,제한없음,급속(100kW단독),, 유성대로1719(전민동 462-6)
환경부(한국자동차환경협회),정림동 제2공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 정림동 127-1,24시간 이용가능,제한없음,급속(100kW멀티),,정림동 127-1
환경부(한국자동차환경협회),충남대학교 관절염재활센터,1,DC콤보,대전광역시,중구 ,대전광역시 중구 문화로 266,24시간 이용가능,제한없음,급속(100kW멀티),50% 할인,문화로 266
환경부(한국자동차환경협회),충남대학교 관절염재활센터,2,DC콤보,대전광역시,중구 ,대전광역시 중구 문화로 266,24시간 이용가능,제한없음,급속(100kW멀티),50% 할인,문화로 266
환경부(한국자동차환경협회),충남대학교 본원,1,DC콤보,대전광역시,중구 ,대전광역시 중구 문화로 282대전광역시 중구 문화로 282,24시간 이용가능,제한없음,급속(100kW멀티),50% 할인,문화로 282대전광역시 중구 문화로 282
환경부(한국자동차환경협회),충남대학교 본원,2,DC콤보,대전광역시,중구 ,대전광역시 중구 문화로 282대전광역시 중구 문화로 282,24시간 이용가능,제한없음,급속(100kW멀티),50% 할인,문화로 282대전광역시 중구 문화로 282
환경부(한국자동차환경협회),타이어프로신탄진,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로556,24시간 이용가능,제한없음,급속(50kW),, 신탄진로556
환경부(한국자동차환경협회),탄방동 제1공영주차장,1,DC콤보,대전광역시,서구 ,대전광역시 서구 탄방동 1379,24시간 이용가능,제한없음,급속(100kW멀티),,탄방동 1379
환경부(한국자동차환경협회),특허청 국제지식재산연수원,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 82,24시간 이용가능,제한없음,급속(400kW동시),, 과학로 82
환경부(한국자동차환경협회),특허청 국제지식재산연수원,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 82,24시간 이용가능,제한없음,급속(400kW동시),, 과학로 82
환경부(한국자동차환경협회),특허청 국제지식재산연수원,3,DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 82,24시간 이용가능,제한없음,급속(400kW동시),, 과학로 82
환경부(한국자동차환경협회),특허청 국제지식재산연수원,4,DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 82,24시간 이용가능,제한없음,급속(400kW동시),, 과학로 82
환경부(한국자동차환경협회),한국과학기술원 교육지원동(W8) 주차장,21,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대학로 291,24시간 이용가능,제한없음,급속(200kW동시),, 대학로 291
환경부(한국자동차환경협회),한국과학기술원 교육지원동(W8) 주차장,22,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대학로 291,24시간 이용가능,제한없음,급속(200kW동시),, 대학로 291
환경부(한국자동차환경협회),한국도로공사대전지사,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 동서대로 1855,24시간 이용가능,제한없음,급속(50kW),, 동서대로 1855
환경부(한국자동차환경협회),한국원자력연구원,21,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대덕대로 989번길 111,24시간 이용가능,제한없음,급속(200kW동시),, 대덕대로 989번길 111
환경부(한국자동차환경협회),한국원자력연구원,22,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대덕대로 989번길 111,24시간 이용가능,제한없음,급속(200kW동시),, 대덕대로 989번길 111
환경부(한국자동차환경협회),한국원자력연구원 제1주차장,11,DC콤보,대전광역시,유성구 ,대전광역시 유성구 덕진동 453 ,24시간 이용가능,제한없음,급속(200kW동시),, 덕진동 453 
환경부(한국자동차환경협회),한국원자력연구원 제1주차장,12,DC콤보,대전광역시,유성구 ,대전광역시 유성구 덕진동 453 ,24시간 이용가능,제한없음,급속(200kW동시),, 덕진동 453 
환경부(한국자동차환경협회),한국전자통신연구원,21,DC콤보,대전광역시,유성구 ,대전광역시 유성구 가정로 218,24시간 이용가능,제한없음,급속(200kW동시),, 가정로 218
환경부(한국자동차환경협회),한국전자통신연구원,22,DC콤보,대전광역시,유성구 ,대전광역시 유성구 가정로 218,24시간 이용가능,제한없음,급속(200kW동시),, 가정로 218
환경부(한국자동차환경협회),한국조폐공사,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 80-67,24시간 이용가능,제한없음,급속(50kW),, 과학로 80-67
환경부(한국자동차환경협회),한국조폐공사ID본부,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 테크노10로 7,24시간 이용가능,제한없음,급속(50kW),, 테크노10로 7
환경부(한국자동차환경협회),한국지질자원연구원,11,DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 124,24시간 이용가능,제한없음,급속(100kW동시),, 과학로 124
환경부(한국자동차환경협회),한국지질자원연구원,12,DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 124,24시간 이용가능,제한없음,급속(100kW동시),, 과학로 124
환경부(한국자동차환경협회),한국환경공단 충청권지역본부,21,DC콤보,대전광역시,서구 ,대전광역시 서구 청사로 156,24시간 이용가능,제한없음,급속(200kW동시),,청사로 156
환경부(한국자동차환경협회),한국환경공단 충청권지역본부,22,DC콤보,대전광역시,서구 ,대전광역시 서구 청사로 156,24시간 이용가능,제한없음,급속(200kW동시),,청사로 156
환경부(한국자동차환경협회),현대자동차(반석점),1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 반석동 665-2 전시장 뒤편 사무실 입구 주차장,24시간 이용가능,제한없음,급속(50kW),주차요금 별도, 반석동 665-2 전시장 뒤편 사무실 입구 주차장
환경부(한국자동차환경협회),홈플러스 대전탄방점,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,"대전광역시 서구 둔산중로 1, 지상주차장 5층 J구역(탄방동 591)",10:00~24:00,제한없음,급속(50kW),,"둔산중로 1, 지상주차장 5층 J구역(탄방동 591)"
환경부(한국자동차환경협회),홈플러스 동대전점,1,DC차데모+AC3상,대전광역시,동구 ,"대전광역시 동구 한밭대로 1282, 지상주차장 5층(용전동 65-1)",10:00~24:00,제한없음,급속(50kW),노후로 철거예정,"한밭대로 1282, 지상주차장 5층(용전동 65-1)"
환경부(한국자동차환경협회),홍도동주민센터,1,DC차데모+AC3상+DC콤보,대전광역시,동구 ,대전광역시 동구 홍도동92-3,24시간 이용가능,제한없음,급속(50kW),,홍도동92-3
환경부(한국자동차환경협회),효문화진흥원,1,DC차데모+AC3상+DC콤보,대전광역시,중구 ,대전광역시 중구 안영동 71-2,24시간 이용가능,제한없음,급속(50kW),,안영동 71-2
GS칼텍스,21세기주유소,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 유성대로 845주유소 입구 부근,24시간 이용가능,제한없음,,, 유성대로 845주유소 입구 부근
GS칼텍스,21세기주유소,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 유성대로 845주유소 입구 부근,24시간 이용가능,제한없음,,, 유성대로 845주유소 입구 부근
