운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,급속충전량,비고,주소2
에버온,열매마을8단지새미래아파트809동,4,AC완속,대전광역시,유성구 ,"대전광역시 유성구 은구비남로 34 (노은동, 열매마을아파트 8단지 새미래)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 은구비남로 34 (노은동, 열매마을아파트 8단지 새미래)"
에버온,열매마을8단지새미래아파트809동,5,AC완속,대전광역시,유성구 ,"대전광역시 유성구 은구비남로 34 (노은동, 열매마을아파트 8단지 새미래)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 은구비남로 34 (노은동, 열매마을아파트 8단지 새미래)"
에버온,운암네오미아파트1,1,AC완속,대전광역시,유성구 ,"대전광역시 유성구 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 65기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 65기둥"
에버온,운암네오미아파트1,2,AC완속,대전광역시,유성구 ,"대전광역시 유성구 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 65기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 65기둥"
에버온,운암네오미아파트2,1,AC완속,대전광역시,유성구 ,"대전광역시 유성구 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 66기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 66기둥"
에버온,운암네오미아파트2,2,AC완속,대전광역시,유성구 ,"대전광역시 유성구 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 66기둥","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 덕명로 26 (덕명동, 운암네오미아아파트)107동 B1 66기둥"
에버온,유성푸르지오시티1,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B5층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B5층 05 12
에버온,유성푸르지오시티1,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B5층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B5층 05 12
에버온,유성푸르지오시티1,3,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B5층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B5층 05 12
에버온,유성푸르지오시티2,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B6층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B6층 05 12
에버온,유성푸르지오시티2,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B6층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B6층 05 12
에버온,유성푸르지오시티2,3,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B6층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B6층 05 12
에버온,유성푸르지오시티2,4,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 45 (봉명동)B6층 05 12,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한, 온천로 45 (봉명동)B6층 05 12
에버온,자양동주민센터,1,AC완속,대전광역시,동구 ,대전광역시 동구 백룡로 16(60-1 자양동주민센터),평일 09시~18시 이용가능,제한없음,,,백룡로 16(60-1 자양동주민센터)
에버온,초록마을1단지1,1,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,초록마을1단지1,2,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,초록마을1단지1,3,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,초록마을1단지2,1,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,초록마을1단지2,2,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,초록마을1단지3,1,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,초록마을1단지3,2,AC완속,대전광역시,서구 ,"대전광역시 서구 복수동로 21-19 (복수동, 초록마을1단지)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"복수동로 21-19 (복수동, 초록마을1단지)"
에버온,학의뜰아파트,1,AC완속,대전광역시,유성구 ,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)"
에버온,학의뜰아파트,2,AC완속,대전광역시,유성구 ,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)"
에버온,학의뜰아파트,3,AC완속,대전광역시,유성구 ,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)"
에버온,학의뜰아파트,4,AC완속,대전광역시,유성구 ,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한," 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)지하2층 107동~108동사이 15기둥 뒤쪽벽면(계산동 749)"
에버온,한국산업인력공단 대전지역본부,1,AC완속,대전광역시,중구 ,대전광역시 중구 서문로25번길 1한국산업인력공단 대전지역본부 외부 주차장,09:00~18:00,제한없음,,,서문로25번길 1한국산업인력공단 대전지역본부 외부 주차장
에버온,한신휴플러스보르미,1,AC완속,대전광역시,중구 ,"대전광역시 중구 계백로1686번길 16 (문화동, 한신휴플러스보르미아파트)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"계백로1686번길 16 (문화동, 한신휴플러스보르미아파트)"
에버온,한신휴플러스보르미,2,AC완속,대전광역시,중구 ,"대전광역시 중구 계백로1686번길 16 (문화동, 한신휴플러스보르미아파트)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",제한없음,,입주민만 사용가능 거주자외 출입제한,"계백로1686번길 16 (문화동, 한신휴플러스보르미아파트)"
에버온,홍도동주민센터,1,AC완속,대전광역시,동구 ,대전광역시 동구 동산초교로34번길 56(92-3 홍도동주민센터),평일 09시~18시 이용가능,제한없음,,,동산초교로34번길 56(92-3 홍도동주민센터)
대영채비,(유)대덕현대서비스,1,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로 375현대블루핸즈 대덕현대서비스(244-1 대형물류),08:00 ~ 18:00,제한없음,,, 신탄진로 375현대블루핸즈 대덕현대서비스(244-1 대형물류)
대영채비,(유)대덕현대서비스,2,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로 375현대블루핸즈 대덕현대서비스(244-1 대형물류),08:00 ~ 18:00,제한없음,,, 신탄진로 375현대블루핸즈 대덕현대서비스(244-1 대형물류)
대영채비,(주)대광상운,1,DC콤보,대전광역시,중구 ,대전광역시 중구 대종로 120대광상운 택시차고지(옥계동 4-1),24시간 이용가능,제한없음,,,대종로 120대광상운 택시차고지(옥계동 4-1)
대영채비,(주)대광상운,2,DC콤보,대전광역시,중구 ,대전광역시 중구 대종로 120대광상운 택시차고지(옥계동 4-1),24시간 이용가능,제한없음,,,대종로 120대광상운 택시차고지(옥계동 4-1)
대영채비,(주)대광상운,3,DC콤보,대전광역시,중구 ,대전광역시 중구 대종로 120대광상운 택시차고지(옥계동 4-1),24시간 이용가능,제한없음,,,대종로 120대광상운 택시차고지(옥계동 4-1)
대영채비,(주)대광상운,4,DC콤보,대전광역시,중구 ,대전광역시 중구 대종로 120대광상운 택시차고지(옥계동 4-1),24시간 이용가능,제한없음,,,대종로 120대광상운 택시차고지(옥계동 4-1)
대영채비,(주)대전동원약품,1,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 아리랑로 121,09:00~18:00,제한없음,,, 아리랑로 121
대영채비,(주)대전동원약품,2,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 아리랑로 121,09:00~18:00,제한없음,,, 아리랑로 121
대영채비,(주)라인투자개발,1,AC완속,대전광역시,서구 ,대전광역시 서구 도안동로11번길 57(주)라인투자개발(도안동 1776),24시간 이용가능,제한없음,,,도안동로11번길 57(주)라인투자개발(도안동 1776)
대영채비,(주)라인투자개발,2,AC완속,대전광역시,서구 ,대전광역시 서구 도안동로11번길 57(주)라인투자개발(도안동 1776),24시간 이용가능,제한없음,,,도안동로11번길 57(주)라인투자개발(도안동 1776)
대영채비,(주)라인투자개발,3,AC완속,대전광역시,서구 ,대전광역시 서구 도안동로11번길 57(주)라인투자개발(도안동 1776),24시간 이용가능,제한없음,,,도안동로11번길 57(주)라인투자개발(도안동 1776)
대영채비,(주)라인투자개발,4,AC완속,대전광역시,서구 ,대전광역시 서구 도안동로11번길 57(주)라인투자개발(도안동 1776),24시간 이용가능,제한없음,,,도안동로11번길 57(주)라인투자개발(도안동 1776)
대영채비,(주)라인투자개발,5,AC완속,대전광역시,서구 ,대전광역시 서구 도안동로11번길 57(주)라인투자개발(도안동 1776),24시간 이용가능,제한없음,,,도안동로11번길 57(주)라인투자개발(도안동 1776)
대영채비,(주)보령운수,1,DC콤보,대전광역시,서구 ,대전광역시 서구 괴정로 168보령운수 협동택시(가장동 53-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,괴정로 168보령운수 협동택시(가장동 53-2)
대영채비,(주)보령운수,2,DC콤보,대전광역시,서구 ,대전광역시 서구 괴정로 168보령운수 협동택시(가장동 53-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,괴정로 168보령운수 협동택시(가장동 53-2)
대영채비,(주)보령운수,3,DC콤보,대전광역시,서구 ,대전광역시 서구 괴정로 168보령운수 협동택시(가장동 53-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,괴정로 168보령운수 협동택시(가장동 53-2)
대영채비,(주)보령운수,4,DC콤보,대전광역시,서구 ,대전광역시 서구 괴정로 168보령운수 협동택시(가장동 53-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,괴정로 168보령운수 협동택시(가장동 53-2)
대영채비,(주)신영택시,1,DC콤보,대전광역시,중구 ,대전광역시 중구 유천로34번길 10신영택시 차고지(유천동 171-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,유천로34번길 10신영택시 차고지(유천동 171-2)
대영채비,(주)신영택시,2,DC콤보,대전광역시,중구 ,대전광역시 중구 유천로34번길 10신영택시 차고지(유천동 171-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,유천로34번길 10신영택시 차고지(유천동 171-2)
대영채비,(주)신영택시,3,DC콤보,대전광역시,중구 ,대전광역시 중구 유천로34번길 10신영택시 차고지(유천동 171-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,유천로34번길 10신영택시 차고지(유천동 171-2)
대영채비,(주)신영택시,4,DC콤보,대전광역시,중구 ,대전광역시 중구 유천로34번길 10신영택시 차고지(유천동 171-2),24시간 이용가능(택시차고지 차량다수로 이용이 어려울 수 있음),제한없음,,,유천로34번길 10신영택시 차고지(유천동 171-2)
대영채비,(주)태영자동차공업사,1,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로 373(주)태영자동차공업사(244 신세기오일),08:00 ~ 18:00,제한없음,,, 신탄진로 373(주)태영자동차공업사(244 신세기오일)
대영채비,(주)태영자동차공업사,2,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로 373(주)태영자동차공업사(244 신세기오일),08:00 ~ 18:00,제한없음,,, 신탄진로 373(주)태영자동차공업사(244 신세기오일)
대영채비,GS수퍼마켓 대전송강점,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 구즉로58번길 33,24시간 이용가능,제한없음,,, 구즉로58번길 33
대영채비,GS수퍼마켓 신탄진점,1,DC차데모+AC3상+DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 석봉로44번길 76,24시간 이용가능,제한없음,,, 석봉로44번길 76
대영채비,갈마아파트,1,AC완속,대전광역시,서구 ,대전광역시 서구 신갈마로 102,24시간 이용가능,제한없음,,,신갈마로 102
대영채비,갈마아파트,2,AC완속,대전광역시,서구 ,대전광역시 서구 신갈마로 102,24시간 이용가능,제한없음,,,신갈마로 102
대영채비,갤러리모텔,1,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로810번길 32,24시간 이용가능,제한없음,,, 신탄진로810번길 32
대영채비,갤러리모텔,2,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로810번길 32,24시간 이용가능,제한없음,,, 신탄진로810번길 32
대영채비,국가정보자원관리원,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 대덕대로 755국가정보자원관리원(화암동 62-1),24시간 이용가능,제한없음,,, 대덕대로 755국가정보자원관리원(화암동 62-1)
대영채비,국가정보자원관리원,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 대덕대로 755국가정보자원관리원(화암동 62-1),24시간 이용가능,제한없음,,, 대덕대로 755국가정보자원관리원(화암동 62-1)
대영채비,국가정보자원관리원,3,AC완속,대전광역시,유성구 ,대전광역시 유성구 대덕대로 755국가정보자원관리원(화암동 62-1),24시간 이용가능,제한없음,,, 대덕대로 755국가정보자원관리원(화암동 62-1)
대영채비,국가정보자원관리원,4,AC완속,대전광역시,유성구 ,대전광역시 유성구 대덕대로 755국가정보자원관리원(화암동 62-1),24시간 이용가능,제한없음,,, 대덕대로 755국가정보자원관리원(화암동 62-1)
대영채비,국립대전현충원 충혼당,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 현충원로 251국립대전현충원 충혼당(3 국립대전현충원),09:00~18:00,제한없음,,, 현충원로 251국립대전현충원 충혼당(3 국립대전현충원)
대영채비,국립대전현충원 충혼당,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 현충원로 251국립대전현충원 충혼당(3 국립대전현충원),09:00~18:00,제한없음,,, 현충원로 251국립대전현충원 충혼당(3 국립대전현충원)
대영채비,국립대전현충원 충혼당,3,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 현충원로 251국립대전현충원 충혼당(3 국립대전현충원),09:00~18:00,제한없음,,, 현충원로 251국립대전현충원 충혼당(3 국립대전현충원)
대영채비,국민건강보험공단대전동부지사,1,AC완속,대전광역시,동구 ,대전광역시 동구 동서대로 1495,08:30~18:30,제한없음,,,동서대로 1495
대영채비,국민건강보험공단대전동부지사,2,AC완속,대전광역시,동구 ,대전광역시 동구 동서대로 1495,08:30~18:30,제한없음,,,동서대로 1495
대영채비,기초과학연구원,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55기초과학연구원(기초과학연구원 본원),09:00~19:00,제한없음,,, 엑스포로 55기초과학연구원(기초과학연구원 본원)
대영채비,기초과학연구원,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55기초과학연구원(기초과학연구원 본원),09:00~19:00,제한없음,,, 엑스포로 55기초과학연구원(기초과학연구원 본원)
대영채비,기초과학연구원,3,AC완속,대전광역시,유성구 ,대전광역시 유성구 엑스포로 55기초과학연구원(기초과학연구원 본원),09:00~19:00,제한없음,,, 엑스포로 55기초과학연구원(기초과학연구원 본원)
대영채비,대전 국방과학연구소,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 북유성대로488번길 160 국방과학연구소 내 테니스장 앞 주차장  (수남동 111),24시간 이용가능,제한없음,,, 북유성대로488번길 160 국방과학연구소 내 테니스장 앞 주차장  (수남동 111)
대영채비,대전 국방과학연구소,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 북유성대로488번길 160 국방과학연구소 내 테니스장 앞 주차장  (수남동 111),24시간 이용가능,제한없음,,, 북유성대로488번길 160 국방과학연구소 내 테니스장 앞 주차장  (수남동 111)
대영채비,대전 반려동물공원,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 금남구즉로 1234반려동물공원(금고동 583-2),24시간 이용가능,제한없음,,, 금남구즉로 1234반려동물공원(금고동 583-2)
대영채비,대전 반려동물공원,2,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 금남구즉로 1234반려동물공원(금고동 583-2),24시간 이용가능,제한없음,,, 금남구즉로 1234반려동물공원(금고동 583-2)
대영채비,대전관저디펠리체 관리사무소,1,AC완속,대전광역시,서구 ,대전광역시 서구 봉우로8번길 23,09:00~18:30,제한없음,,,봉우로8번길 23
대영채비,대전관저디펠리체 관리사무소,2,AC완속,대전광역시,서구 ,대전광역시 서구 봉우로8번길 23,09:00~18:30,제한없음,,,봉우로8번길 23
대영채비,대전관저디펠리체 관리사무소,3,AC완속,대전광역시,서구 ,대전광역시 서구 봉우로8번길 23,09:00~18:30,제한없음,,,봉우로8번길 23
대영채비,대전관저디펠리체 관리사무소,4,AC완속,대전광역시,서구 ,대전광역시 서구 봉우로8번길 23,09:00~18:30,제한없음,,,봉우로8번길 23
대영채비,대전광역시 유성구 보건소,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 대학로 211대전광역시 유성구 보건소(109 유성구청),09:00~18:00,제한없음,,, 대학로 211대전광역시 유성구 보건소(109 유성구청)
대영채비,대전국제컨벤션센터,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 엑스포로 87대전컨벤션센터(도룡동 3-8),09:00~18:00,제한없음,,, 엑스포로 87대전컨벤션센터(도룡동 3-8)
대영채비,대전국제컨벤션센터,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 엑스포로 87대전컨벤션센터(도룡동 3-8),09:00~18:00,제한없음,,, 엑스포로 87대전컨벤션센터(도룡동 3-8)
대영채비,대전국제컨벤션센터,3,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 87대전컨벤션센터(도룡동 3-8),09:00~18:00,제한없음,,, 엑스포로 87대전컨벤션센터(도룡동 3-8)
대영채비,대전국제컨벤션센터,4,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 87대전컨벤션센터(도룡동 3-8),09:00~18:00,제한없음,,, 엑스포로 87대전컨벤션센터(도룡동 3-8)
대영채비,대전국제컨벤션센터,5,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 87대전컨벤션센터(도룡동 3-8),09:00~18:00,제한없음,,, 엑스포로 87대전컨벤션센터(도룡동 3-8)
대영채비,대전국제컨벤션센터,6,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 엑스포로 87대전컨벤션센터(도룡동 3-8),09:00~18:00,제한없음,,, 엑스포로 87대전컨벤션센터(도룡동 3-8)
대영채비,대전기초과학지원연구원,1,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 과학로 169-148한국기초과학지원연구원,09:00~18:00,제한없음,,, 과학로 169-148한국기초과학지원연구원
대영채비,대전기초과학지원연구원,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 과학로 169-148한국기초과학지원연구원,09:00~18:00,제한없음,,, 과학로 169-148한국기초과학지원연구원
대영채비,대전일자리경제진흥원,1,DC차데모+AC3상+DC콤보,대전광역시,동구 ,"대전광역시 동구 계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))",09:00~18:00,제한없음,,,"계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))"
대영채비,대전일자리경제진흥원,2,DC차데모+AC3상+DC콤보,대전광역시,동구 ,"대전광역시 동구 계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))",09:00~18:00,제한없음,,,"계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))"
대영채비,대전일자리경제진흥원,3,DC차데모+AC3상+DC콤보,대전광역시,동구 ,"대전광역시 동구 계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))",09:00~18:00,제한없음,,,"계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))"
대영채비,대전일자리경제진흥원,4,DC차데모+AC3상+DC콤보,대전광역시,동구 ,"대전광역시 동구 계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))",09:00~18:00,제한없음,,,"계족로 151대동 지식산업건립센터(지하1,2층)(대동 115-2 대동 지식산업건립센터(지하1,2층))"
대영채비,대전지방국세청,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 한밭대로 809대전지방국세청(929 사학연금회관),09:00~18:00,제한없음,,,한밭대로 809대전지방국세청(929 사학연금회관)
대영채비,대전지방국세청,2,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 한밭대로 809대전지방국세청(929 사학연금회관),09:00~18:00,제한없음,,,한밭대로 809대전지방국세청(929 사학연금회관)
대영채비,대전지방기상청,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 대학로 383대전지방기상청(20-3 대전지방기상청),24시간 이용가능,제한없음,,, 대학로 383대전지방기상청(20-3 대전지방기상청)
대영채비,대전지방기상청,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 대학로 383대전지방기상청(20-3 대전지방기상청),24시간 이용가능,제한없음,,, 대학로 383대전지방기상청(20-3 대전지방기상청)
대영채비,대전추모공원,1,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 상보안윗길 160대전추모공원(실외)(괴곡동 산55),09:00~18:00,제한없음,,,상보안윗길 160대전추모공원(실외)(괴곡동 산55)
대영채비,대전추모공원,2,DC차데모+AC3상+DC콤보,대전광역시,서구 ,대전광역시 서구 상보안윗길 160대전추모공원(실외)(괴곡동 산55),09:00~18:00,제한없음,,,상보안윗길 160대전추모공원(실외)(괴곡동 산55)
대영채비,대전한국병원,1,AC완속,대전광역시,동구 ,대전광역시 동구 동서대로 1672대전한국병원(496-15 대전한국병원),24시간 이용가능,제한없음,,,동서대로 1672대전한국병원(496-15 대전한국병원)
대영채비,대전한국병원,2,AC완속,대전광역시,동구 ,대전광역시 동구 동서대로 1672대전한국병원(496-15 대전한국병원),24시간 이용가능,제한없음,,,동서대로 1672대전한국병원(496-15 대전한국병원)
대영채비,도시철도 1호선 판암역,1,DC차데모+AC3상+DC콤보,대전광역시,동구,대전광역시 동구 옥천로 지하 162,24시간 이용가능,제한없음,,,옥천로 지하 162
대영채비,도시철도 1호선 판암역,2,AC완속,대전광역시,동구,대전광역시 동구 옥천로 지하 162,24시간 이용가능,제한없음,,,옥천로 지하 162
대영채비,도시철도1호선 현충원역,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 현충원로 지하 455도시철도1호선 현충원역(424 현충원역),09:00~18:00,제한없음,,, 현충원로 지하 455도시철도1호선 현충원역(424 현충원역)
대영채비,도시철도1호선 현충원역,2,DC차데모+AC3상+DC콤보,대전광역시,유성구 ,대전광역시 유성구 현충원로 지하 455도시철도1호선 현충원역(424 현충원역),09:00~18:00,제한없음,,, 현충원로 지하 455도시철도1호선 현충원역(424 현충원역)
대영채비,도안13블럭금성백조예미지아파트입주자대표회의,1,AC완속,대전광역시,서구 ,대전광역시 서구 도안북로 125,24시간 이용가능,제한없음,,,도안북로 125
대영채비,도안13블럭금성백조예미지아파트입주자대표회의,2,AC완속,대전광역시,서구 ,대전광역시 서구 도안북로 125,24시간 이용가능,제한없음,,,도안북로 125
대영채비,도안13블럭금성백조예미지아파트입주자대표회의,3,AC완속,대전광역시,서구 ,대전광역시 서구 도안북로 125,24시간 이용가능,제한없음,,,도안북로 125
대영채비,도안13블럭금성백조예미지아파트입주자대표회의,4,AC완속,대전광역시,서구 ,대전광역시 서구 도안북로 125,24시간 이용가능,제한없음,,,도안북로 125
대영채비,도안13블럭금성백조예미지아파트입주자대표회의,5,AC완속,대전광역시,서구 ,대전광역시 서구 도안북로 125,24시간 이용가능,제한없음,,,도안북로 125
대영채비,도안13블럭금성백조예미지아파트입주자대표회의,6,AC완속,대전광역시,서구 ,대전광역시 서구 도안북로 125,24시간 이용가능,제한없음,,,도안북로 125
대영채비,디티비안더블유오피스텔,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 테크노3로 66디티비안더블유오피스텔(디티비안더블유 오피스텔),09:00~18:00,제한없음,,, 테크노3로 66디티비안더블유오피스텔(디티비안더블유 오피스텔)
대영채비,디티비안더블유오피스텔,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 테크노3로 66디티비안더블유오피스텔(디티비안더블유 오피스텔),09:00~18:00,제한없음,,, 테크노3로 66디티비안더블유오피스텔(디티비안더블유 오피스텔)
