운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
한국전력,도담마을푸르지오,1,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 푸른솔로 41,시설 상황에 따라 이용이 제한될 수 있음
한국전력,도담마을푸르지오,2,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 푸른솔로 41,시설 상황에 따라 이용이 제한될 수 있음
한국전력,도촌5단지,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 중원구 도촌동 도촌북로 78,시설 상황에 따라 이용이 제한될 수 있음
한국전력,도촌5단지,2,AC완속,경기도,성남시,경기도 성남시 중원구 도촌동 도촌북로 78,시설 상황에 따라 이용이 제한될 수 있음
한국전력,도촌5단지,3,AC완속,경기도,성남시,경기도 성남시 중원구 도촌동 도촌북로 78,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동광모닝스카이 아파트,1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 초월읍 경충대로1127번길 15 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동광모닝스카이 아파트,2,AC완속,경기도,광주시,경기도 광주시 초월읍 경충대로1127번길 15 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동두천 송내3단지,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 송내동 중앙로 41지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천 송내3단지,2,AC완속,경기도,동두천시,경기도 동두천시 송내동 중앙로 41지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천 송내3단지,3,AC완속,경기도,동두천시,경기도 동두천시 송내동 중앙로 41지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천 송내3단지,4,AC완속,경기도,동두천시,경기도 동두천시 송내동 중앙로 41지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천 휴먼시아 아파트,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 생연동 행선로 112지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천부영6단지 아파트,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 생연동 동두천로 171,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천부영6단지 아파트,2,AC완속,경기도,동두천시,경기도 동두천시 생연동 동두천로 171,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동두천월드메르디앙,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 생연동 장고갯로 116지하,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동문3차아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 858,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동문3차아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 858,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동문5차 아파트,1,AC완속,경기도,부천시,경기도 부천시 원종동 상오정로182번길 21 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동문5차 아파트,2,AC완속,경기도,부천시,경기도 부천시 원종동 상오정로182번길 21 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동문6차굿모닝힐아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로 53,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동문6차굿모닝힐아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로 53,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동문굿모닝힐 아파트,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 안녕동 효행로 846,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동문굿모닝힐 아파트,2,AC완속,경기도,화성시,경기도 화성시 안녕동 효행로 846,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동문굿모닝힐 아파트,3,AC완속,경기도,화성시,경기도 화성시 안녕동 효행로 846,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동문굿모닝힐 아파트,4,AC완속,경기도,화성시,경기도 화성시 안녕동 효행로 846,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동백금호어울림타운하우스A,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백4로 53,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동백금호어울림타운하우스B,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백4로 27,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동백하우스토리,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백5로 62,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동백하우스토리,2,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백5로 62,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동부 아파트,2,AC완속,경기도,오산시,경기도 오산시 갈곶동 경기대로25번길 16,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동부 아파트,3,AC완속,경기도,오산시,경기도 오산시 갈곶동 경기대로25번길 16,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동부 아파트,4,AC완속,경기도,오산시,경기도 오산시 갈곶동 경기대로25번길 16,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동부센트레빌5차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 214,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동부센트레빌5차,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 214,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동부센트레빌5차,3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 214,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동아솔레시티 아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 보정로 30,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동아솔레시티 아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 보정로 30,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동아솔레시티 아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 보정로 30,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동양덱스빌,1,DC차데모+AC3상+DC콤보,경기도,부천시,경기도 부천시 상동 계남로 19 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동양덱스빌,2,AC완속,경기도,부천시,경기도 부천시 상동 계남로 19 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동양덱스빌,3,AC완속,경기도,부천시,경기도 부천시 상동 계남로 19 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동양덱스빌 아파트,1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 장곡동 인선길 111 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동양라파크 아파트,1,AC완속,경기도,고양시,경기도 고양시 일산서구 덕이동 탄중로 101,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동양라파크 아파트,2,AC완속,경기도,고양시,경기도 고양시 일산서구 덕이동 탄중로 101,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동원로얄듀크아파트,1,DC차데모+AC3상+DC콤보,경기도,하남시,경기도 하남시 풍산동 미사강변서로 45,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동일하이빌2차아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동일하이빌2차아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동일하이빌2차아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동일하이빌2차아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동천마을 현대2차홈타운,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동천마을 현대2차홈타운,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동천마을 현대2차홈타운,3,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동천마을 현대2차홈타운,4,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,2,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,3,AC완속,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,4,AC완속,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,5,AC완속,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,6,AC완속,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지,7,AC완속,경기도,화성시,경기도 화성시 동탄면 동탄대로9길 19 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지(65BL),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 송동 681-127,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지(65BL),2,AC완속,경기도,화성시,경기도 화성시 송동 681-127,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지(65BL),3,AC완속,경기도,화성시,경기도 화성시 송동 681-127,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 LH26단지(65BL),4,AC완속,경기도,화성시,경기도 화성시 송동 681-127,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2 반도유보라 아이비파크1차 아파트,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄대로시범길 168,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄2 반도유보라 아이비파크1차 아파트,2,AC완속,경기도,화성시,경기도 화성시 동탄대로시범길 168,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄2 반도유보라 아이비파크1차 아파트,3,AC완속,경기도,화성시,경기도 화성시 동탄대로시범길 168,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄2 반도유보라 아이비파크1차 아파트,4,AC완속,경기도,화성시,경기도 화성시 동탄대로시범길 168,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄2모아미래도 아파트,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 청계동 동탄청계로 303-33 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2모아미래도 아파트,2,AC완속,경기도,화성시,경기도 화성시 청계동 동탄청계로 303-33 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2모아미래도 아파트,3,AC완속,경기도,화성시,경기도 화성시 청계동 동탄청계로 303-33 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2제일풍경채아파트,1,AC완속,경기도,화성시,경기도 화성시 장지동 976,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2제일풍경채아파트,2,AC완속,경기도,화성시,경기도 화성시 장지동 976,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2제일풍경채아파트,3,AC완속,경기도,화성시,경기도 화성시 장지동 976,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2제일풍경채아파트,4,AC완속,경기도,화성시,경기도 화성시 장지동 976,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2제일풍경채아파트,5,AC완속,경기도,화성시,경기도 화성시 장지동 976,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2차한화꿈에그린아파트,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 반송동 200,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2차한화꿈에그린아파트,2,AC완속,경기도,화성시,경기도 화성시 반송동 200,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2차한화꿈에그린아파트,3,AC완속,경기도,화성시,경기도 화성시 반송동 200,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄2차한화꿈에그린아파트,4,AC완속,경기도,화성시,경기도 화성시 반송동 200,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄시범월드반도 아파트,2,AC완속,경기도,화성시,경기도 화성시 반송동 동탄중앙로 189 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄시범월드반도 아파트,3,AC완속,경기도,화성시,경기도 화성시 반송동 동탄중앙로 189 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄시범월드반도 아파트,4,AC완속,경기도,화성시,경기도 화성시 반송동 동탄중앙로 189 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄시범월드반도 아파트,5,AC완속,경기도,화성시,경기도 화성시 반송동 동탄중앙로 189 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄신일유토빌,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 석우동 56,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄신일유토빌,2,AC완속,경기도,화성시,경기도 화성시 석우동 56,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄신일유토빌,3,AC완속,경기도,화성시,경기도 화성시 석우동 56,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄신일유토빌,4,AC완속,경기도,화성시,경기도 화성시 석우동 56,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄역 시범더샵센트럴시티,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 청계동 519,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄역 시범더샵센트럴시티,2,AC완속,경기도,화성시,경기도 화성시 청계동 519,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄역 시범더샵센트럴시티,3,AC완속,경기도,화성시,경기도 화성시 청계동 519,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄역 시범더샵센트럴시티,4,AC완속,경기도,화성시,경기도 화성시 청계동 519,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄역반도유보라아이비파크5차,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 오산동 967-1467,입주자외 출입제한 (긴급상황 이용가능)
한국전력,동탄역시범한화꿈에그린프레스티지,3,AC완속,경기도,화성시,경기도 화성시 청계동 동탄대로시범길 20 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄역시범한화꿈에그린프레스티지,4,AC완속,경기도,화성시,경기도 화성시 청계동 동탄대로시범길 20 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄역시범한화꿈에그린프레스티지,5,AC완속,경기도,화성시,경기도 화성시 청계동 동탄대로시범길 20 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄역시범한화꿈에그린프레스티지,6,AC완속,경기도,화성시,경기도 화성시 청계동 동탄대로시범길 20 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동탄역시범한화꿈에그린프레스티지,7,AC완속,경기도,화성시,경기도 화성시 청계동 동탄대로시범길 20 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동편마을3단지 아파트,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 동안구 관양동 동편로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동편마을3단지 아파트,2,AC완속,경기도,안양시,경기도 안양시 동안구 관양동 동편로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동편마을3단지 아파트,3,AC완속,경기도,안양시,경기도 안양시 동안구 관양동 동편로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동편마을3단지 아파트,4,AC완속,경기도,안양시,경기도 안양시 동안구 관양동 동편로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동편마을3단지 아파트,5,AC완속,경기도,안양시,경기도 안양시 동안구 관양동 동편로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동편마을4단지,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 동안구 관양동 동편로 135,시설 상황에 따라 이용이 제한될 수 있음
한국전력,동화마을 신동아파밀리에,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 봉담읍 동화리 306,시설 상황에 따라 이용이 제한될 수 있음
한국전력,두산 아파트입주자대표회의,1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 은행동 대은로104번길 25,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안 노블클래스,2,AC완속,경기도,수원시,경기도 수원시 팔달구 인계동 권광로 246,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안 노블클래스,3,AC완속,경기도,수원시,경기도 수원시 팔달구 인계동 권광로 246,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안 수지 이스트파크,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안 수지 이스트파크,2,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안 수지 이스트파크,3,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안 수지 이스트파크,4,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안광교,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 이의동 센트럴파크로 60,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안광교,2,AC완속,경기도,수원시,경기도 수원시 영통구 이의동 센트럴파크로 60,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안광교,3,AC완속,경기도,수원시,경기도 수원시 영통구 이의동 센트럴파크로 60,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안광교,4,AC완속,경기도,수원시,경기도 수원시 영통구 이의동 센트럴파크로 60,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안노블클래스2단지,2,AC완속,경기도,수원시,경기도 수원시 팔달구 인계동 권광로 243,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안노블클래스2단지,3,AC완속,경기도,수원시,경기도 수원시 팔달구 인계동 권광로 243,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안부천중동,1,DC차데모+AC3상+DC콤보,경기도,부천시,경기도 부천시 중동 신흥로276번길 15 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안부천중동,2,AC완속,경기도,부천시,경기도 부천시 중동 신흥로276번길 15 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안위례 아파트,1,AC완속,경기도,성남시,경기도 성남시 수정구 창곡동 위례순환로 150,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안위례 아파트,2,AC완속,경기도,성남시,경기도 성남시 수정구 창곡동 위례순환로 150,시설 상황에 따라 이용이 제한될 수 있음
한국전력,래미안이스트팰리스3단지 아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로135번길 21,시설 상황에 따라 이용이 제한될 수 있음
한국전력,롯데캐슬알바트로스,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 청계동 동탄순환대로21길 53 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,롯데캐슬알바트로스,2,AC완속,경기도,화성시,경기도 화성시 청계동 동탄순환대로21길 53 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,롯데캐슬알바트로스,3,AC완속,경기도,화성시,경기도 화성시 청계동 동탄순환대로21길 53 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,롯데캐슬알바트로스,4,AC완속,경기도,화성시,경기도 화성시 청계동 동탄순환대로21길 53 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,롯데캐슬알바트로스,5,AC완속,경기도,화성시,경기도 화성시 청계동 동탄순환대로21길 53 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마산동 김포한강상록데시앙 아파트,1,DC차데모+AC3상+DC콤보,경기도,김포시,경기도 김포시 마산동 김포한강8로 173-27,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마산동 김포한강상록데시앙 아파트,2,AC완속,경기도,김포시,경기도 김포시 마산동 김포한강8로 173-27,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마산동 김포한강상록데시앙 아파트,3,AC완속,경기도,김포시,경기도 김포시 마산동 김포한강8로 173-27,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마석그랜드힐2차,1,AC완속,경기도,남양주시,경기도 남양주시 화도읍 마석우리 71-4,입주자외 출입제한 (긴급상황 이용가능)
한국전력,마석그랜드힐2차,2,AC완속,경기도,남양주시,경기도 남양주시 화도읍 마석우리 71-4,입주자외 출입제한 (긴급상황 이용가능)
한국전력,마석역신도브래뉴 아파트,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 화도읍 마석로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마석역신도브래뉴 아파트,2,AC완속,경기도,남양주시,경기도 남양주시 화도읍 마석로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마석역신도브래뉴 아파트,3,AC완속,경기도,남양주시,경기도 남양주시 화도읍 마석로 110,시설 상황에 따라 이용이 제한될 수 있음
한국전력,마평라이프아파트,1,AC완속,경기도,용인시,경기도 용인시 처인구 마평동 605-1,입주자외 출입제한 (긴급상황 이용가능)
한국전력,만현마을 롯데캐슬아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 상현동 만현로 25,입주자외 출입제한 (긴급상황 이용가능)
한국전력,만현마을 롯데캐슬아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 만현로 25,입주자외 출입제한 (긴급상황 이용가능)
한국전력,만현마을 롯데캐슬아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 만현로 25,입주자외 출입제한 (긴급상황 이용가능)
한국전력,만현마을쌍용3차,1,DC차데모+AC3상+DC콤보,경기도,광주시,경기도 광주시 초월읍 경충대로1127번길 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,만현마을쌍용3차,2,AC완속,경기도,광주시,경기도 광주시 초월읍 경충대로1127번길 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,만현마을쌍용3차,3,AC완속,경기도,광주시,경기도 광주시 초월읍 경충대로1127번길 15,시설 상황에 따라 이용이 제한될 수 있음
한국전력,망포한양수자인,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 망포동 영통로 135,입주자외 출입제한 (긴급상황 이용가능)
한국전력,망포한양수자인,2,AC완속,경기도,수원시,경기도 수원시 영통구 망포동 영통로 135,입주자외 출입제한 (긴급상황 이용가능)
한국전력,망포한양수자인,3,AC완속,경기도,수원시,경기도 수원시 영통구 망포동 영통로 135,입주자외 출입제한 (긴급상황 이용가능)
한국전력,망포한양수자인,4,AC완속,경기도,수원시,경기도 수원시 영통구 망포동 영통로 135,입주자외 출입제한 (긴급상황 이용가능)
한국전력,망포현대2차아파트,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 망포동 태장로 47,입주자외 출입제한 (긴급상황 이용가능)
한국전력,망포현대2차아파트,2,AC완속,경기도,수원시,경기도 수원시 영통구 망포동 태장로 47,입주자외 출입제한 (긴급상황 이용가능)
한국전력,망포현대2차아파트,3,AC완속,경기도,수원시,경기도 수원시 영통구 망포동 태장로 47,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄그린빌4단지,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 동탄원천로915번길 33,시설 상황에 따라 이용이 제한될 수 있음
한국전력,매탄그린빌4단지,2,AC완속,경기도,수원시,경기도 수원시 영통구 동탄원천로915번길 33,시설 상황에 따라 이용이 제한될 수 있음
한국전력,매탄그린빌4단지,3,AC완속,경기도,수원시,경기도 수원시 영통구 동탄원천로915번길 33,시설 상황에 따라 이용이 제한될 수 있음
한국전력,매탄성일 아파트,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 매탄동 인계로 239,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄성일 아파트,2,AC완속,경기도,수원시,경기도 수원시 영통구 매탄동 인계로 239,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄성일 아파트,3,AC완속,경기도,수원시,경기도 수원시 영통구 매탄동 인계로 239,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄주공그린빌2단지,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 매탄동 매탄로126번길 66,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄주공그린빌2단지,2,AC완속,경기도,수원시,경기도 수원시 영통구 매탄동 매탄로126번길 66,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄주공그린빌2단지,3,AC완속,경기도,수원시,경기도 수원시 영통구 매탄동 매탄로126번길 66,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄주공그린빌2단지,4,AC완속,경기도,수원시,경기도 수원시 영통구 매탄동 매탄로126번길 66,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄현대힐스테이트,1,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 매탄동 권광로 302,입주자외 출입제한 (긴급상황 이용가능)
한국전력,매탄현대힐스테이트,2,DC차데모+AC3상+DC콤보,경기도,수원시,경기도 수원시 영통구 매탄동 권광로 302,입주자외 출입제한 (긴급상황 이용가능)
한국전력,명지캐럿162,1,AC완속,경기도,안양시,경기도 안양시 만안구 안양동 만안로 17,시설 상황에 따라 이용이 제한될 수 있음
한국전력,명지캐럿162,2,AC완속,경기도,안양시,경기도 안양시 만안구 안양동 만안로 17,시설 상황에 따라 이용이 제한될 수 있음
한국전력,모아미래도 아파트,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 별내동 불암로 336 ,입주자외 출입제한 (긴급상황 이용가능)
한국전력,모아미래도2단지 아파트,1,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 포승읍 여술로44번길 17 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,모아미래도2단지 아파트,2,AC완속,경기도,평택시,경기도 평택시 포승읍 여술로44번길 17 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,모아미래도2단지 아파트,3,AC완속,경기도,평택시,경기도 평택시 포승읍 여술로44번길 17 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,목감네이처하임아파트,1,DC차데모+AC3상+DC콤보,경기도,시흥시,경기도 시흥시 조남동 수풀안길 19-27 ,시설 상황에 따라 이용이 제한될 수 있음
한국전력,목련마을한일 아파트,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 야탑동 판교로 645,시설 상황에 따라 이용이 제한될 수 있음
한국전력,무지개 동신아파트,1,DC차데모+AC3상+DC콤보,경기도,부천시,경기도 부천시 중동 1176-2,입주자외 출입제한 (긴급상황 이용가능)
한국전력,무지개 동신아파트,2,AC완속,경기도,부천시,경기도 부천시 중동 1176-2,입주자외 출입제한 (긴급상황 이용가능)
한국전력,무지개마을KCC 아파트,1,AC완속,경기도,군포시,경기도 군포시 당동 당동로 25 ,시설 상황에 따라 이용이 제한될 수 있음
